edited_name,PrimaryTrentepohliales
Melanohalea_subexasperata,0
Melanohalea_subolivacea,0
Melanohalea_trabeculata,0
Montanelia_disjuncta,0
Montanelia_panniformis,0
Montanelia_sorediata,0
Montanelia_tominii,0
Myelochroa_aurulenta,0
Myelochroa_entotheiochroa,0
Myelochroa_galbina,0
Myelochroa_indica,0
Myelochroa_irrugans,0
Myelochroa_metarevoluta,0
Namakwa_exornata,0
Nesolechia_oxyspora,0
Nipponoparmelia_laevior,0
Nipponoparmelia_ricasolioides,0
Parmelaria_subthomsonii,0
Parmelia_adaugescens,0
Parmelia_barrenoae,0
Parmelia_cochleata,0
Parmelia_crambidiocarpa,0
Parmelia_cunninghamii,0
Parmelia_discordans,0
Parmelia_encryptata,0
Parmelia_ernstiae,0
Parmelia_erumpens,0
Parmelia_fertilis,0
Parmelia_lindmanii,0
Parmelia_mayi,0
Parmelia_omphalodes,0
Parmelia_pinnatifida,0
Parmelia_pseudolaevior,0
Parmelia_pseudotenuirima,0
Parmelia_saxatilis,0
Parmelia_serrana,0
Parmelia_signifera,0
Parmelia_skultii,0
Parmelia_squarrosa,0
Parmelia_submontana,0
Parmelia_subtestacea,0
Parmelia_sulcata,0
Parmelia_tenuirima,0
Parmelina_atricha,0
Parmelina_carporrhizans,0
Parmelina_coleae,0
Parmelina_cryptotiliacea,0
Parmelina_pastillifera,0
Parmelina_quercina,0
Parmelina_tiliacea,0
Parmelinella_wallichiana,0
Parmelinopsis_cryptochlora,0
Parmelinopsis_horrescens,0
Parmelinopsis_minarum,0
Parmelinopsis_neodamaziana,0
Parmelinopsis_subfatiscens,0
Parmelinopsis_swinscowii,0
Parmeliopsis_ambigua,0
Parmeliopsis_hyperopta,0
Parmotrema_andinum,0
Parmotrema_austrosinense,0
Parmotrema_cetratum,0
Parmotrema_clavuliferum,0
Parmotrema_consors,0
Parmotrema_crinitum,0
Parmotrema_endosulphureum,0
Parmotrema_fistulatum,0
Parmotrema_haitiense,0
Parmotrema_hypoleucinum,0
Parmotrema_internexum,0
Parmotrema_margaritatum,0
Parmotrema_nilgherrense,0
Parmotrema_norsticticatum,0
Parmotrema_perforatum,0
Parmotrema_perlatum,0
Parmotrema_pilosum,0
Parmotrema_praesorediosum,0
Parmotrema_pseudoreticulatum,0
Parmotrema_pseudotinctorum,0
Parmotrema_reticulatum,0
Parmotrema_robustum,0
Parmotrema_subcaperatum,0
Parmotrema_subtinctorium,0
Parmotrema_tinctorum,0
Parmotrema_xanthinum,0
Pleurosticta_acetabulum,0
Punctelia_borreri,0
Punctelia_caseana,0
Punctelia_hypoleucites,0
Punctelia_jeckeri,0
Punctelia_missouriensis,0
Punctelia_perreticulata,0
Punctelia_pseudocoralloidea,0
Punctelia_reddenda,0
Punctelia_rudecta,0
Punctelia_stictica,0
Punctelia_subflava,0
Punctelia_subpraesignis,0
Punctelia_subrudecta,0
Punctelia_ulophylla,0
Relicina_abstrusa,0
Relicina_subnigra,0
Relicina_sydneyensis,0
Relicinopsis_intertexta,0
Relicinopsis_malaccensis,0
Remototrachyna_awasthii,0
Remototrachyna_costaricensis,0
Remototrachyna_crenata,0
Remototrachyna_dodapetta,0
Remototrachyna_incognita,0
Remototrachyna_infirma,0
Remototrachyna_kingii,0
Remototrachyna_rhabdiformis,0
Remototrachyna_scytophylla,0
Xanthomaculina_hottentotta,0
Xanthoparmelia_aliphaticella,0
Xanthoparmelia_amplexula,0
Xanthoparmelia_angustiphylla,0
Xanthoparmelia_atroviridis,0
Xanthoparmelia_atticoides,0
Xanthoparmelia_bibax,0
Xanthoparmelia_brachinaensis,0
Xanthoparmelia_californica,0
Xanthoparmelia_caliginosa,0
Xanthoparmelia_camtschadalis,0
Xanthoparmelia_chalybaeizans,0
Xanthoparmelia_chlorea,0
Xanthoparmelia_chlorochroa,0
Xanthoparmelia_coloradoensis,0
Xanthoparmelia_competita,0
Xanthoparmelia_condyloides,0
Xanthoparmelia_conspersa,0
Xanthoparmelia_convolutella,0
Xanthoparmelia_cordillerana,0
Xanthoparmelia_crespoae,0
Xanthoparmelia_cumberlandia,0
Xanthoparmelia_dayiana,0
Xanthoparmelia_delisei,0
Xanthoparmelia_dierythra,0
Xanthoparmelia_digitiformis,0
Xanthoparmelia_fissurina,0
Xanthoparmelia_flindersiana,0
Xanthoparmelia_fumigata,0
Xanthoparmelia_glabrans,0
Xanthoparmelia_greytonensis,0
Xanthoparmelia_hueana,0
Xanthoparmelia_hypofusca,0
Xanthoparmelia_hypoleiella,0
Xanthoparmelia_hypoprotocetrarica,0
Xanthoparmelia_ianthina,0
Xanthoparmelia_idahoensis,0
Xanthoparmelia_imitatrix,0
Xanthoparmelia_incrustata,0
Xanthoparmelia_isidiigera,0
Xanthoparmelia_isidiovagans,0
Xanthoparmelia_lavicola,0
Xanthoparmelia_lineella,0
Xanthoparmelia_lineola,0
Xanthoparmelia_lipochlorochroa,0
Xanthoparmelia_lithophila,0
Xanthoparmelia_lithophiloides,0
Xanthoparmelia_loxodes,0
Xanthoparmelia_luteonotata,0
Xanthoparmelia_mexicana,0
Xanthoparmelia_mougeotii,0
Xanthoparmelia_murina,0
Xanthoparmelia_neochlorochroa,0
Xanthoparmelia_neopropaguloides,0
Xanthoparmelia_neoquintaria,0
Xanthoparmelia_neorimalis,0
Xanthoparmelia_neotinctina,0
Xanthoparmelia_neotumidosa,0
Xanthoparmelia_neowyomingica,0
Xanthoparmelia_norcapnodes,0
Xanthoparmelia_norchlorochroa,0
Xanthoparmelia_notata,0
Xanthoparmelia_ovealmbornii,0
Xanthoparmelia_patagonica,0
Xanthoparmelia_perezdepazii,0
Xanthoparmelia_perfissa,0
Xanthoparmelia_perrugata,0
Xanthoparmelia_pertinax,0
Xanthoparmelia_plittii,0
Xanthoparmelia_pokornyi,0
Xanthoparmelia_protomatrae,0
Xanthoparmelia_pseudoglabrans,0
Xanthoparmelia_psoromifera,0
Xanthoparmelia_pulla,0
Xanthoparmelia_pulloides,0
Xanthoparmelia_pulvinaris,0
Xanthoparmelia_quintarioides,0
Xanthoparmelia_reptans,0
Xanthoparmelia_ryssolea,0
Xanthoparmelia_saxeti,0
Xanthoparmelia_scotophylla,0
Xanthoparmelia_semiviridis,0
Xanthoparmelia_sigillata,0
Xanthoparmelia_squamans,0
Xanthoparmelia_stenophylla,0
Xanthoparmelia_subamplexuloides,0
Xanthoparmelia_subchalybaeizans,0
Xanthoparmelia_subcrustacea,0
Xanthoparmelia_subdiffluens,0
Xanthoparmelia_subdomokosii,0
Xanthoparmelia_subhosseana,0
Xanthoparmelia_subimitatrix,0
Xanthoparmelia_subincerta,0
Xanthoparmelia_sublaevis,0
Xanthoparmelia_subprolixa,0
Xanthoparmelia_subspodochroa,0
Xanthoparmelia_substrigosa,0
Xanthoparmelia_subverrucigera,0
Xanthoparmelia_tasmanica,0
Xanthoparmelia_tegeta,0
Xanthoparmelia_tentaculina,0
Xanthoparmelia_tinctina,0
Xanthoparmelia_tortula,0
Xanthoparmelia_torulosa,0
Xanthoparmelia_transvaalensis,0
Xanthoparmelia_tzaneenensis,0
Xanthoparmelia_vagans,0
Xanthoparmelia_verisidiosa,0
Xanthoparmelia_verrucella,0
Xanthoparmelia_verrucigera,0
Xanthoparmelia_verruculifera,0
Xanthoparmelia_versicolor,0
Xanthoparmelia_vicentei,0
Xanthoparmelia_viriduloumbrina,0
Xanthoparmelia_wyomingica,0
Xanthoparmelia_xanthomelaena,0
Phacopsis_huuskonenii,0
Phacopsis_vulpina,0
Platismatia_erosa,0
Platismatia_glauca,0
Platismatia_herrei,0
Platismatia_norvegica,0
Platismatia_stenophylla,0
Platismatia_tuckermanii,0
Protoparmelia_badia,0
Protoparmelia_montagnei,0
Protoparmelia_ochrococca,0
Protoparmelia_picea,0
Protoparmelia_psarophana,0
Protousnea_magellanica,0
Pseudephebe_minuscula,0
Pseudephebe_pubescens,0
Pseudevernia_cladonia,0
Pseudevernia_consocians,0
Pseudevernia_furfuracea,0
Pseudevernia_intensa,0
Psiloparmelia_denotata,0
Psiloparmelia_distincta,0
Sulcaria_isidiifera,0
Sulcaria_sulcata,0
Sulcaria_virens,0
Usnea_acanthella,0
Usnea_aciculifera,0
Usnea_acromelana,0
Usnea_angulata,0
Usnea_antarctica,0
Usnea_arizonica,0
Usnea_articulata,0
Usnea_aurantiacoatra,0
Usnea_baileyi,0
Usnea_barbata,0
Usnea_bismolliuscula,0
Usnea_brasiliensis,0
Usnea_ceratina,0
Usnea_chaetophora,0
Usnea_ciliata,0
Usnea_cornuta,0
Usnea_crocata,0
Usnea_dasaea,0
Usnea_diffracta,0
Usnea_diplotypa,0
Usnea_durietzii,0
Usnea_erinacea,0
Usnea_esperantiana,0
Usnea_filipendula,0
Usnea_flammea,0
Usnea_flavocardia,0
Usnea_florida,0
Usnea_fragilescens,0
Usnea_fulvoreagens,0
Usnea_glabrata,0
Usnea_glabrescens,0
Usnea_himalayana,0
Usnea_hirta,0
Usnea_intermedia,0
Usnea_intumescens,0
Usnea_lambii,0
Usnea_lapponica,0
Usnea_longissima,0
Usnea_malmei,0
Usnea_merrillii,0
Usnea_mutabilis,0
Usnea_nidifica,0
Usnea_nipparensis,0
Usnea_orientalis,0
Usnea_pangiana,0
Usnea_patagonica,0
Usnea_pectinata,0
Usnea_perhispidella,0
Usnea_perpusilla,0
Usnea_pygmoidea,0
Usnea_rigida,0
Usnea_rubicunda,0
Usnea_rubricornuta,0
Usnea_rubrotincta,0
Usnea_silesiaca,0
Usnea_sphacelata,0
Usnea_steineri,0
Usnea_strigosa,0
Usnea_subantarctica,0
Usnea_subcapillaris,0
Usnea_subcornuta,0
Usnea_subdasaea,0
Usnea_subfloridana,0
Usnea_subrubicunda,0
Usnea_substerilis,0
Usnea_trachycarpa,0
Usnea_trichodeoides,0
Usnea_ushuaiensis,0
Usnea_wasmuthii,0
Bacidia_trachona,0
Bapalmuia_palmularis,0
Byssolecania_variabilis,0
Byssoloma_leucoblepharum,0
Byssoloma_marginatum,0
Byssoloma_meadii,0
Byssoloma_subdiscordans,0
Calopadia_foliicola,0
Calopadia_lecanorella,0
Calopadia_subcoerulescens,0
Catillaria_contristans,0
Fellhanera_bouteillei,0
Fellhanera_subtilis,0
Fellhanera_viridisorediata,0
Fellhaneropsis_myrtillicola,0
Fellhaneropsis_vezdae,0
Lasioloma_arachnoideum,0
Micarea_adnata,0
Micarea_alabastrites,0
Micarea_assimilata,0
Micarea_botryoides,0
Micarea_byssacea,0
Micarea_cinerea,0
Micarea_clavopycnidiata,0
Micarea_coppinsii,0
Micarea_deminuta,0
Micarea_denigrata,0
Micarea_doliiformis,0
Micarea_elachista,0
Micarea_erratica,0
Micarea_eximia,0
Micarea_flagellispora,0
Micarea_hedlundii,0
Micarea_lapillicola,0
Micarea_leprosula,0
Micarea_lignaria,0
Micarea_lithinella,0
Micarea_lynceola,0
Micarea_magellanica,0
Micarea_marginata,0
Micarea_melaena,0
Micarea_micrococca,0
Micarea_misella,0
Micarea_myriocarpa,0
Micarea_nigella,0
Micarea_nitschkeana,0
Micarea_nowakii,0
Micarea_paratropa,0
Micarea_peliocarpa,0
Micarea_prasina,0
Micarea_prasinella,0
Micarea_pycnidiophora,0
Micarea_stipitata,0
Micarea_subnigrata,0
Micarea_subviridescens,0
Micarea_synotheoides,0
Micarea_tomentosa,0
Micarea_turfosa,0
Micarea_viridileprosa,0
Micarea_xanthonica,0
Nelsenium_usnicum,0
Schadonia_fecunda,0
Sporopodium_antoninianum,0
Szczawinskia_leucopoda,0
Szczawinskia_tsugae,0
Protomicarea_limosa,0
Protoparmelia_atriseda,0
Protoparmelia_cupreobadia,0
Protoparmelia_phaeonesos,0
Psilolechia_clavulifera,0
Psilolechia_leprosa,0
Psilolechia_lucida,0
Micarea_bauschiana,0
Micarea_lutulata,0
Micarea_sylvicola,0
Micarea_tuberculata,0
Protoblastenia_aurata,0
Protoblastenia_calva,0
Protoblastenia_calvella,0
Protoblastenia_cyclospora,0
Protoblastenia_incrustans,0
Protoblastenia_laeta,0
Protoblastenia_lilacina,0
Protoblastenia_rupestris,0
Protoblastenia_siebenhaariana,0
Protoblastenia_terricola,0
Psora_brunneocarpa,0
Psora_californica,0
Psora_cerebriformis,0
Psora_crenata,0
Psora_decipiens,0
Psora_globifera,0
Psora_himalayana,0
Psora_hyporubescens,0
Psora_indigirkae,0
Psora_nipponica,0
Psora_nitida,0
Psora_pacifica,0
Psora_peninsularis,0
Psora_pruinosa,0
Psora_rubiformis,0
Psora_russellii,0
Psora_tenuifolia,0
Psora_testacea,0
Psora_tuckermanii,0
Psora_vallesiaca,0
Psorula_rufonigra,0
Puttea_margaritella,0
Arthrosporum_populorum,0
Bacidia_absistens,0
Bacidia_arceutina,0
Bacidia_auerswaldii,0
Bacidia_bagliettoana,0
Bacidia_biatorina,0
Bacidia_caligans,0
Bacidia_circumspecta,0
Bacidia_diffracta,0
Bacidia_fraxinea,0
Bacidia_fuscoviridis,0
Bacidia_hemipolia,0
Bacidia_hostheleoides,0
Bacidia_lutescens,0
Bacidia_medialis,0
Bacidia_polychroa,0
Bacidia_rosella,0
Bacidia_rubella,0
Bacidia_schweinitzii,0
Bacidia_scopulicola,0
Bacidia_sipmanii,0
Bacidia_subincompta,0
Bacidia_suffusa,0
Bacidia_vermifera,0
Bacidina_adastra,0
Bacidina_arnoldiana,0
Bacidina_chloroticula,0
Bacidina_delicata,0
Bacidina_egenula,0
Bacidina_flavoleprosa,0
Bacidina_neosquamulosa,0
Bacidina_phacodes,0
Bacidina_ramea,0
Bacidina_sulphurella,0
Biatora_beckhausii,0
Biatora_britannica,0
Biatora_carneoalbida,0
Biatora_chrysantha,0
Biatora_efflorescens,0
Biatora_fallax,0
Biatora_globulosa,0
Biatora_helvola,0
Biatora_hertelii,0
Biatora_hypophaea,0
Biatora_ligni_mollis,0
Biatora_meiocarpa,0
Biatora_ocelliformis,0
Biatora_pallens,0
Biatora_pseudohelvola,0
Biatora_sphaeroides,0
Biatora_sphaeroidiza,0
Biatora_subduplex,0
Biatora_toensbergii,0
Biatora_vernalis,0
Biatora_veteranorum,0
Bilimbia_lobulata,0
Bilimbia_microcarpa,0
Bilimbia_sabuletorum,0
Catillaria_corymbosa,0
Catillaria_scotinodes,0
Cliostomum_corrugatum,0
Cliostomum_griffithii,0
Cliostomum_tenerum,0
Crocynia_gossypina,0
Crocynia_pyxinoides,0
Lecania_aipospila,0
Lecania_atrynoides,0
Lecania_baeomma,0
Lecania_chlorotiza,0
Lecania_croatica,0
Lecania_cyrtella,0
Lecania_cyrtellina,0
Lecania_dubitans,0
Lecania_erysibe,0
Lecania_falcata,0
Lecania_furfuracea,0
Lecania_fuscella,0
Lecania_gerlachei,0
Lecania_glauca,0
Lecania_hutchinsiae,0
Lecania_inundata,0
Lecania_leprosa,0
Lecania_naegelii,0
Lecania_nylanderiana,0
Lecania_prasinoides,0
Lecania_proteiformis,0
Lecania_rabenhorstii,0
Lecania_racovitzae,0
Lecania_sambucina,0
Lecania_sylvestris,0
Lecania_turicensis,0
Lecidea_sphaerella,0
Lopezaria_versicolor,0
Megalaria_grossa,0
Megalaria_laureri,0
Megalaria_pulverea,0
Mycobilimbia_epixanthoides,0
Mycobilimbia_fissuriseda,0
Mycobilimbia_pilularis,0
Mycobilimbia_tetramera,0
Niebla_cephalota,0
Niebla_ceruchis,0
Niebla_combeoides,0
Niebla_homalea,0
Niebla_laevigata,0
Niebla_procera,0
Niebla_robusta,0
Ramalina_almquistii,0
Ramalina_americana,0
Ramalina_arabum,0
Ramalina_aspera,0
Ramalina_azorica,0
Ramalina_bourgaeana,0
Ramalina_breviuscula,0
Ramalina_calicaris,0
Ramalina_canariensis,0
Ramalina_capitata,0
Ramalina_celastri,0
Ramalina_chondrina,0
Ramalina_complanata,0
Ramalina_conduplicans,0
Ramalina_confirmata,0
Ramalina_cribrosa,0
Ramalina_crispatula,0
Ramalina_culbersoniorum,0
Ramalina_cupularis,0
Ramalina_decipiens,0
Ramalina_digitellata,0
Ramalina_erosa,0
Ramalina_exilis,0
Ramalina_farinacea,0
Ramalina_fastigiata,0
Ramalina_fraxinea,0
Ramalina_geniculata,0
Ramalina_glaucescens,0
Ramalina_hamulosa,0
Ramalina_hierrensis,0
Ramalina_huei,0
Ramalina_implectens,0
Ramalina_intermedia,0
Ramalina_lacera,0
Ramalina_leiodea,0
Ramalina_leptocarpha,0
Ramalina_litoralis,0
Ramalina_maciformis,0
Ramalina_maderensis,0
Ramalina_menziesii,0
Ramalina_minuscula,0
Ramalina_mollis,0
Ramalina_montagnei,0
Ramalina_nodosa,0
Ramalina_obtusata,0
Ramalina_pacifica,0
Ramalina_paludosa,0
Ramalina_panizzei,0
Ramalina_pertusa,0
Ramalina_peruviana,0
Ramalina_pitardii,0
Ramalina_pluviariae,0
Ramalina_pollinaria,0
Ramalina_polymorpha,0
Ramalina_portosantana,0
Ramalina_portuensis,0
Ramalina_pusilla,0
Ramalina_requienii,0
Ramalina_roesleri,0
Ramalina_rosacea,0
Ramalina_rubrotincta,0
Ramalina_sekika,0
Ramalina_siliquosa,0
Ramalina_sinensis,0
Ramalina_stevensiae,0
Ramalina_subbreviuscula,0
Ramalina_subfarinacea,0
Ramalina_subgeniculata,0
Ramalina_subpusilla,0
Ramalina_subwebbiana,0
Ramalina_terebrata,0
Ramalina_tortuosa,0
Ramalina_webbii,0
Ramalina_wirthii,0
Ramalina_yasudae,0
Ramalinopsis_mannii,0
Rolfidium_coccocarpioides,0
Scutula_krempelhuberi,0
Scutula_miliaris,0
Thamnolecania_brialmontii,0
Toninia_alutacea,0
Toninia_aromatica,0
Toninia_candida,0
Toninia_cinereovirens,0
Toninia_coelestina,0
Toninia_lutosa,0
Toninia_nordlandica,0
Toninia_opuntioides,0
Toninia_pennina,0
Toninia_philippea,0
Toninia_plumbina,0
Toninia_rosulata,0
Toninia_ruginosa,0
Toninia_sculpturata,0
Toninia_sedifolia,0
Toninia_squalida,0
Toninia_talparum,0
Toninia_taurica,0
Toninia_toniniana,0
Toninia_verrucarioides,0
Trichoramalina_crinita,0
Trichoramalina_melanothrix,0
Tylothallia_biformigera,0
Waynea_californica,0
Lecidea_haematites,0
Pyrrhospora_arandensis,0
Pyrrhospora_laeta,0
Pyrrhospora_petraeoides,0
Pyrrhospora_russula,0
Pyrrhospora_sanguinolenta,0
Ramboldia_brunneocarpa,0
Ramboldia_stuartii,0
Scoliciosporum_chlorococcum,0
Scoliciosporum_intrusum,0
Scoliciosporum_umbrinum,0
Austropeltum_glareosum,0
Bunodophoron_australe,0
Bunodophoron_melanocarpum,0
Bunodophoron_scrobiculatum,0
Leifidium_tenerum,0
Neophyllis_melacarpa,0
Sphaerophorus_fragilis,0
Sphaerophorus_globosus,0
Sphaerophorus_stereocauloides,0
Herteliana_taylorii,0
Squamarina_cartilaginea,0
Squamarina_gypsacea,0
Squamarina_lentigera,0
Lepraria_atlantica,0
Lepraria_atrotomentosa,0
Lepraria_bergensis,0
Lepraria_borealis,0
Lepraria_cacuminum,0
Lepraria_caesiella,0
Lepraria_caesioalba,0
Lepraria_celata,0
Lepraria_crassissima,0
Lepraria_cryophila,0
Lepraria_diffusa,0
Lepraria_eburnea,0
Lepraria_elobata,0
Lepraria_finkii,0
Lepraria_friabilis,0
Lepraria_granulata,0
Lepraria_harrisiana,0
Lepraria_hodkinsoniana,0
Lepraria_humida,0
Lepraria_incana,0
Lepraria_isidiata,0
Lepraria_jackii,0
Lepraria_lanata,0
Lepraria_larrainiana,0
Lepraria_leprolomopsis,0
Lepraria_lobificans,0
Lepraria_membranacea,0
Lepraria_neglecta,0
Lepraria_nivalis,0
Lepraria_normandinoides,0
Lepraria_nylanderiana,0
Lepraria_oxybapha,0
Lepraria_pacifica,0
Lepraria_rigidula,0
Lepraria_santosii,0
Lepraria_subalbicans,0
Lepraria_sylvicola,0
Lepraria_toensbergiana,0
Lepraria_umbricola,0
Lepraria_vouauxii,0
Lepraria_xerophila,0
Lepraria_yunnaniana,0
Stereocaulon_alpestre,0
Stereocaulon_alpinum,0
Stereocaulon_arcticum,0
Stereocaulon_atlanticum,0
Stereocaulon_azoreum,0
Stereocaulon_botryosum,0
Stereocaulon_coniophyllum,0
Stereocaulon_corticatulum,0
Stereocaulon_cumulatum,0
Stereocaulon_curtatum,0
Stereocaulon_delisei,0
Stereocaulon_dendroides,0
Stereocaulon_depreaultii,0
Stereocaulon_evolutum,0
Stereocaulon_exutum,0
Stereocaulon_farinaceum,0
Stereocaulon_foliolosum,0
Stereocaulon_fronduliferum,0
Stereocaulon_glabrum,0
Stereocaulon_glareosum,0
Stereocaulon_implexum,0
Stereocaulon_incrustatum,0
Stereocaulon_intermedium,0
Stereocaulon_japonicum,0
Stereocaulon_leucophaeopsis,0
Stereocaulon_myriocarpum,0
Stereocaulon_nanodes,0
Stereocaulon_nigrum,0
Stereocaulon_nivale,0
Stereocaulon_octomerellum,0
Stereocaulon_paschale,0
Stereocaulon_pendulum,0
Stereocaulon_pileatum,0
Stereocaulon_plicatile,0
Stereocaulon_pomiferum,0
Stereocaulon_ramulosum,0
Stereocaulon_rivulorum,0
Stereocaulon_sasakii,0
Stereocaulon_saxatile,0
Stereocaulon_spathuliferum,0
Stereocaulon_subcoralloides,0
Stereocaulon_taeniarum,0
Stereocaulon_tomentosum,0
Stereocaulon_tornense,0
Stereocaulon_urceolatum,0
Stereocaulon_verruciferum,0
Stereocaulon_verruculigerum,0
Stereocaulon_vesuvianum,0
Stereocaulon_virgatum,0
Lecidea_berengeriana,0
Amygdalaria_consentiens,0
Amygdalaria_elegantior,0
Amygdalaria_panaeola,0
Bellemerea_alpina,0
Bellemerea_diamarta,0
Bellemerea_subsorediza,0
Cecidonia_umbonella,0
Immersaria_usbekica,0
Koerberiella_wimmeriana,0
Lecidea_andersonii,0
Lecidea_atrobrunnea,0
Lecidea_auriculata,0
Lecidea_cancriformis,0
Lecidea_confluens,0
Lecidea_fuscoatra,0
Lecidea_fuscoatrina,0
Lecidea_inops,0
Lecidea_laboriosa,0
Lecidea_lapicida,0
Lecidea_obluridata,0
Lecidea_plana,0
Lecidea_polypycnidophora,0
Lecidea_silacea,0
Lecidea_syncarpa,0
Lecidea_tessellata,0
Porpidia_albocaerulescens,0
Porpidia_carlottiana,0
Porpidia_cinereoatra,0
Porpidia_contraponenda,0
Porpidia_crustulata,0
Porpidia_diversa,0
Porpidia_flavocaerulescens,0
Porpidia_glaucophaea,0
Porpidia_grisea,0
Porpidia_hydrophila,0
Porpidia_lowiana,0
Porpidia_macrocarpa,0
Porpidia_melinodes,0
Porpidia_musiva,0
Porpidia_nigrocruenta,0
Porpidia_ochrolemma,0
Porpidia_soredizodes,0
Porpidia_speirea,0
Porpidia_stephanodes,0
Porpidia_superba,0
Porpidia_tahawasiana,0
Porpidia_tuberculosa,0
Porpidia_zeoroides,0
Stenhammarella_turgida,0
Stephanocyclos_henssenianus,0
Lecidoma_demissum,0
Halecania_alpivaga,0
Lepraria_coriensis,0
Leprocaulon_americanum,0
Leprocaulon_knudsenii,0
Leprocaulon_quisquiliare,0
Leprocaulon_santamonicae,0
Leprocaulon_terricola,0
Leprocaulon_textum,0
Notolecidea_subcontinua,0
Coccocarpia_domingensis,0
Coccocarpia_erythroxyli,0
Coccocarpia_palmicola,0
Coccocarpia_pellita,0
Spilonemella_americana,0
Collema_auriforme,0
Collema_bachmanianum,0
Collema_callopismum,0
Collema_ceraniscum,0
Collema_complanatum,0
Collema_conglomeratum,0
Collema_crispum,0
Collema_cristatum,0
Collema_curtisporum,0
Collema_flaccidum,0
Collema_fragile,0
Collema_fragrans,0
Collema_furfuraceum,0
Collema_fuscovirens,0
Collema_glaucophthalmum,0
Collema_italicum,0
Collema_laeve,0
Collema_leptaleum,0
Collema_ligerinum,0
Collema_multipartitum,0
Collema_multipunctatum,0
Collema_nigrescens,0
Collema_occultatum,0
Collema_parvum,0
Collema_polycarpon,0
Collema_rugosum,0
Collema_subconveniens,0
Collema_subnigrescens,0
Collema_tenax,0
Collema_undulatum,0
Leptogium_arsenei,0
Leptogium_austroamericanum,0
Leptogium_azureum,0
Leptogium_biatorinum,0
Leptogium_biloculare,0
Leptogium_brebissonii,0
Leptogium_britannicum,0
Leptogium_burnetiae,0
Leptogium_cellulosum,0
Leptogium_corticola,0
Leptogium_crispatellum,0
Leptogium_cyanescens,0
Leptogium_dactylinum,0
Leptogium_denticulatum,0
Leptogium_diffractum,0
Leptogium_digitatum,0
Leptogium_furfuraceum,0
Leptogium_gelatinosum,0
Leptogium_hibernicum,0
Leptogium_hildenbrandii,0
Leptogium_imbricatum,0
Leptogium_isidiosellum,0
Leptogium_juressianum,0
Leptogium_laceroides,0
Leptogium_lichenoides,0
Leptogium_magnussonii,0
Leptogium_malmei,0
Leptogium_marginellum,0
Leptogium_microphylloides,0
Leptogium_palmatum,0
Leptogium_papillosum,0
Leptogium_pedicellatum,0
Leptogium_phyllocarpum,0
Leptogium_plicatile,0
Leptogium_polycarpum,0
Leptogium_pseudofurfuraceum,0
Leptogium_puberulum,0
Leptogium_pulvinatum,0
Leptogium_quercicola,0
Leptogium_resupinans,0
Leptogium_reticulatum,0
Leptogium_rivulare,0
Leptogium_saturninum,0
Leptogium_schraderi,0
Leptogium_sessile,0
Leptogium_siskiyouensis,0
Leptogium_subaridum,0
Leptogium_subtile,0
Leptogium_tacomae,0
Leptogium_tenuissimum,0
Leptogium_teretiusculum,0
Leptogium_turgidum,0
Leptogium_velutinum,0
Koerberia_biformis,0
Steinera_glaucella,0
Steinera_radiata,0
Steinera_symptychia,0
Vestergrenopsis_elaeina,0
Vestergrenopsis_isidiata,0
Vestergrenopsis_sonomensis,0
Dendriscosticta_oroborealis,0
Dendriscosticta_praetextata,0
Dendriscosticta_wrightii,0
Lobaria_adscripta,0
Lobaria_amplissima,0
Lobaria_discolor,0
Lobaria_dissecta,0
Lobaria_fendleri,0
Lobaria_hallii,0
Lobaria_immixta,0
Lobaria_isidiosa,0
Lobaria_kurokawae,0
Lobaria_linita,0
Lobaria_macaronesica,0
Lobaria_meridionalis,0
Lobaria_oregana,0
Lobaria_orientalis,0
Lobaria_patinifera,0
Lobaria_pseudoglaberrima,0
Lobaria_pseudopulmonaria,0
Lobaria_pulmonaria,0
Lobaria_quercizans,0
Lobaria_retigera,0
Lobaria_sachalinensis,0
Lobaria_silvae_veteris,0
Lobaria_spathulata,0
Lobaria_virens,0
Lobariella_angustata,0
Lobariella_auriculata,0
Lobariella_botryoides,0
Lobariella_crenulata,0
Lobariella_ecorticata,0
Lobariella_flavomedullosa,0
Lobariella_isidiata,0
Lobariella_pallida,0
Lobariella_pallidocrenulata,0
Lobariella_parmelioides,0
Lobariella_pseudocrenulata,0
Lobariella_reticulata,0
Lobariella_sipmanii,0
Lobariella_soredians,0
Lobariella_subexornata,0
Lobarina_scrobiculata,0
Pseudocyphellaria_allanii,0
Pseudocyphellaria_anomala,0
Pseudocyphellaria_anthraspis,0
Pseudocyphellaria_ardesiaca,0
Pseudocyphellaria_argyracea,0
Pseudocyphellaria_aurata,0
Pseudocyphellaria_berberina,0
Pseudocyphellaria_cinnamomea,0
Pseudocyphellaria_clathrata,0
Pseudocyphellaria_corbettii,0
Pseudocyphellaria_coriacea,0
Pseudocyphellaria_coriifolia,0
Pseudocyphellaria_crocata,0
Pseudocyphellaria_dissimilis,0
Pseudocyphellaria_divulsa,0
Pseudocyphellaria_dubia,0
Pseudocyphellaria_endochrysea,0
Pseudocyphellaria_episticta,0
Pseudocyphellaria_faveolata,0
Pseudocyphellaria_fimbriatoides,0
Pseudocyphellaria_freycinetii,0
Pseudocyphellaria_glabra,0
Pseudocyphellaria_granulata,0
Pseudocyphellaria_hirsuta,0
