edited_name,Macro
Montanelia_sorediata,1
Montanelia_tominii,1
Myelochroa_aurulenta,1
Myelochroa_entotheiochroa,1
Myelochroa_galbina,1
Myelochroa_indica,1
Myelochroa_irrugans,1
Myelochroa_metarevoluta,1
Namakwa_exornata,1
Nesolechia_oxyspora,0
Nipponoparmelia_laevior,1
Nipponoparmelia_ricasolioides,1
Parmelaria_subthomsonii,1
Parmelia_adaugescens,1
Parmelia_barrenoae,1
Parmelia_cochleata,1
Parmelia_crambidiocarpa,1
Parmelia_cunninghamii,1
Parmelia_discordans,1
Parmelia_encryptata,1
Parmelia_ernstiae,1
Parmelia_erumpens,1
Parmelia_fertilis,1
Parmelia_lindmanii,1
Parmelia_mayi,1
Parmelia_omphalodes,1
Parmelia_pinnatifida,1
Parmelia_pseudolaevior,1
Parmelia_pseudotenuirima,1
Parmelia_saxatilis,1
Parmelia_serrana,1
Parmelia_signifera,1
Parmelia_skultii,1
Parmelia_squarrosa,1
Parmelia_submontana,1
Parmelia_subtestacea,1
Parmelia_sulcata,1
Parmelia_tenuirima,1
Parmelina_atricha,1
Parmelina_carporrhizans,1
Parmelina_coleae,1
Parmelina_cryptotiliacea,1
Parmelina_pastillifera,1
Parmelina_quercina,1
Parmelina_tiliacea,1
Parmelinella_wallichiana,1
Parmelinopsis_cryptochlora,1
Parmelinopsis_horrescens,1
Parmelinopsis_minarum,1
Parmelinopsis_neodamaziana,1
Parmelinopsis_subfatiscens,1
Parmelinopsis_swinscowii,1
Parmeliopsis_ambigua,1
Parmeliopsis_hyperopta,1
Parmotrema_andinum,1
Parmotrema_austrosinense,1
Parmotrema_cetratum,1
Parmotrema_clavuliferum,1
Parmotrema_consors,1
Parmotrema_crinitum,1
Parmotrema_endosulphureum,1
Parmotrema_fistulatum,1
Parmotrema_haitiense,1
Parmotrema_hypoleucinum,1
Parmotrema_internexum,1
Parmotrema_margaritatum,1
Parmotrema_nilgherrense,1
Parmotrema_norsticticatum,1
Parmotrema_perforatum,1
Parmotrema_perlatum,1
Parmotrema_pilosum,1
Parmotrema_praesorediosum,1
Parmotrema_pseudoreticulatum,1
Parmotrema_pseudotinctorum,1
Parmotrema_reticulatum,1
Parmotrema_robustum,1
Parmotrema_subcaperatum,1
Parmotrema_subtinctorium,1
Parmotrema_tinctorum,1
Parmotrema_xanthinum,1
Pleurosticta_acetabulum,1
Punctelia_borreri,1
Punctelia_caseana,1
Punctelia_hypoleucites,1
Punctelia_jeckeri,1
Punctelia_missouriensis,1
Punctelia_perreticulata,1
Punctelia_pseudocoralloidea,1
Punctelia_reddenda,1
Punctelia_rudecta,1
Punctelia_stictica,1
Punctelia_subflava,1
Punctelia_subpraesignis,1
Punctelia_subrudecta,1
Punctelia_ulophylla,1
Relicina_abstrusa,1
Relicina_subnigra,1
Relicina_sydneyensis,1
Relicinopsis_intertexta,1
Relicinopsis_malaccensis,1
Remototrachyna_awasthii,1
Remototrachyna_costaricensis,1
Remototrachyna_crenata,1
Remototrachyna_dodapetta,1
Remototrachyna_incognita,1
Remototrachyna_infirma,1
Remototrachyna_kingii,1
Remototrachyna_rhabdiformis,1
Remototrachyna_scytophylla,1
Xanthomaculina_hottentotta,1
Xanthoparmelia_aliphaticella,1
Xanthoparmelia_amplexula,1
Xanthoparmelia_angustiphylla,1
Xanthoparmelia_atroviridis,1
Xanthoparmelia_atticoides,1
Xanthoparmelia_bibax,1
Xanthoparmelia_brachinaensis,1
Xanthoparmelia_californica,1
Xanthoparmelia_caliginosa,1
Xanthoparmelia_camtschadalis,1
Xanthoparmelia_chalybaeizans,1
Xanthoparmelia_chlorea,1
Xanthoparmelia_chlorochroa,1
Xanthoparmelia_coloradoensis,1
Xanthoparmelia_competita,1
Xanthoparmelia_condyloides,1
Xanthoparmelia_conspersa,1
Xanthoparmelia_convolutella,1
Xanthoparmelia_cordillerana,1
Xanthoparmelia_crespoae,1
Xanthoparmelia_cumberlandia,1
Xanthoparmelia_dayiana,1
Xanthoparmelia_delisei,1
Xanthoparmelia_dierythra,1
Xanthoparmelia_digitiformis,1
Xanthoparmelia_fissurina,1
Xanthoparmelia_flindersiana,1
Xanthoparmelia_fumigata,1
Xanthoparmelia_glabrans,1
Xanthoparmelia_greytonensis,1
Xanthoparmelia_hueana,1
Xanthoparmelia_hypofusca,1
Xanthoparmelia_hypoleiella,1
Xanthoparmelia_hypoprotocetrarica,1
Xanthoparmelia_ianthina,1
Xanthoparmelia_idahoensis,1
Xanthoparmelia_imitatrix,1
Xanthoparmelia_incrustata,1
Xanthoparmelia_isidiigera,1
Xanthoparmelia_isidiovagans,1
Xanthoparmelia_lavicola,1
Xanthoparmelia_lineella,1
Xanthoparmelia_lineola,1
Xanthoparmelia_lipochlorochroa,1
Xanthoparmelia_lithophila,1
Xanthoparmelia_lithophiloides,1
Xanthoparmelia_loxodes,1
Xanthoparmelia_luteonotata,1
Xanthoparmelia_mexicana,1
Xanthoparmelia_mougeotii,1
Xanthoparmelia_murina,1
Xanthoparmelia_neochlorochroa,1
Xanthoparmelia_neopropaguloides,1
Xanthoparmelia_neoquintaria,1
Xanthoparmelia_neorimalis,1
Xanthoparmelia_neotinctina,1
Xanthoparmelia_neotumidosa,1
Xanthoparmelia_neowyomingica,1
Xanthoparmelia_norcapnodes,1
Xanthoparmelia_norchlorochroa,1
Xanthoparmelia_notata,1
Xanthoparmelia_ovealmbornii,1
Xanthoparmelia_patagonica,1
Xanthoparmelia_perezdepazii,1
Xanthoparmelia_perfissa,1
Xanthoparmelia_perrugata,1
Xanthoparmelia_pertinax,1
Xanthoparmelia_plittii,1
Xanthoparmelia_pokornyi,1
Xanthoparmelia_protomatrae,1
Xanthoparmelia_pseudoglabrans,1
Xanthoparmelia_psoromifera,1
Xanthoparmelia_pulla,1
Xanthoparmelia_pulloides,1
Xanthoparmelia_pulvinaris,1
Xanthoparmelia_quintarioides,1
Xanthoparmelia_reptans,1
Xanthoparmelia_ryssolea,1
Xanthoparmelia_saxeti,1
Xanthoparmelia_scotophylla,1
Xanthoparmelia_semiviridis,1
Xanthoparmelia_sigillata,1
Xanthoparmelia_squamans,1
Xanthoparmelia_stenophylla,1
Xanthoparmelia_subamplexuloides,1
Xanthoparmelia_subchalybaeizans,1
Xanthoparmelia_subcrustacea,1
Xanthoparmelia_subdiffluens,1
Xanthoparmelia_subdomokosii,1
Xanthoparmelia_subhosseana,1
Xanthoparmelia_subimitatrix,1
Xanthoparmelia_subincerta,1
Xanthoparmelia_sublaevis,1
Xanthoparmelia_subprolixa,1
Xanthoparmelia_subspodochroa,1
Xanthoparmelia_substrigosa,1
Xanthoparmelia_subverrucigera,1
Xanthoparmelia_tasmanica,1
Xanthoparmelia_tegeta,1
Xanthoparmelia_tentaculina,1
Xanthoparmelia_tinctina,1
Xanthoparmelia_tortula,1
Xanthoparmelia_torulosa,1
Xanthoparmelia_transvaalensis,1
Xanthoparmelia_tzaneenensis,1
Xanthoparmelia_vagans,1
Xanthoparmelia_verisidiosa,1
Xanthoparmelia_verrucella,1
Xanthoparmelia_verrucigera,1
Xanthoparmelia_verruculifera,1
Xanthoparmelia_versicolor,1
Xanthoparmelia_vicentei,1
Xanthoparmelia_viriduloumbrina,1
Xanthoparmelia_wyomingica,1
Xanthoparmelia_xanthomelaena,1
Phacopsis_huuskonenii,0
Phacopsis_vulpina,1
Platismatia_erosa,1
Platismatia_glauca,1
Platismatia_herrei,1
Platismatia_norvegica,1
Platismatia_stenophylla,1
Platismatia_tuckermanii,1
Protoparmelia_badia,0
Protoparmelia_montagnei,0
Protoparmelia_ochrococca,0
Protoparmelia_picea,0
Protoparmelia_psarophana,0
Protousnea_magellanica,1
Pseudephebe_minuscula,1
Pseudephebe_pubescens,1
Pseudevernia_cladonia,1
Pseudevernia_consocians,1
Pseudevernia_furfuracea,1
Pseudevernia_intensa,1
Psiloparmelia_denotata,1
Psiloparmelia_distincta,1
Sulcaria_isidiifera,1
Sulcaria_sulcata,1
Sulcaria_virens,1
Usnea_acanthella,1
Usnea_aciculifera,1
Usnea_acromelana,1
Usnea_angulata,1
Usnea_antarctica,1
Usnea_arizonica,1
Usnea_articulata,1
Usnea_aurantiacoatra,1
Usnea_baileyi,1
Usnea_barbata,1
Usnea_bismolliuscula,1
Usnea_brasiliensis,1
Usnea_ceratina,1
Usnea_chaetophora,1
Usnea_ciliata,1
Usnea_cornuta,1
Usnea_crocata,1
Usnea_dasaea,1
Usnea_diffracta,1
Usnea_diplotypa,1
Usnea_durietzii,1
Usnea_erinacea,1
Usnea_esperantiana,1
Usnea_filipendula,1
Usnea_flammea,1
Usnea_flavocardia,1
Usnea_florida,1
Usnea_fragilescens,1
Usnea_fulvoreagens,1
Usnea_glabrata,1
Usnea_glabrescens,1
Usnea_himalayana,1
Usnea_hirta,1
Usnea_intermedia,1
Usnea_intumescens,1
Usnea_lambii,1
Usnea_lapponica,1
Usnea_longissima,1
Usnea_malmei,1
Usnea_merrillii,1
Usnea_mutabilis,1
Usnea_nidifica,1
Usnea_nipparensis,1
Usnea_orientalis,1
Usnea_pangiana,1
Usnea_patagonica,1
Usnea_pectinata,1
Usnea_perhispidella,1
Usnea_perpusilla,1
Usnea_pygmoidea,1
Usnea_rigida,1
Usnea_rubicunda,1
Usnea_rubricornuta,1
Usnea_rubrotincta,1
Usnea_silesiaca,1
Usnea_sphacelata,1
Usnea_steineri,1
Usnea_strigosa,1
Usnea_subantarctica,1
Usnea_subcapillaris,1
Usnea_subcornuta,1
Usnea_subdasaea,1
Usnea_subfloridana,1
Usnea_subrubicunda,1
Usnea_substerilis,1
Usnea_trachycarpa,1
Usnea_trichodeoides,1
Usnea_ushuaiensis,1
Usnea_wasmuthii,1
Bacidia_trachona,0
Bapalmuia_palmularis,0
Byssolecania_variabilis,0
Byssoloma_leucoblepharum,0
Byssoloma_marginatum,0
Byssoloma_meadii,0
Byssoloma_subdiscordans,0
Calopadia_foliicola,0
Calopadia_lecanorella,0
Calopadia_subcoerulescens,0
Catillaria_contristans,0
Fellhanera_bouteillei,0
Fellhanera_subtilis,0
Fellhanera_viridisorediata,0
Fellhaneropsis_myrtillicola,0
Fellhaneropsis_vezdae,0
Lasioloma_arachnoideum,0
Micarea_adnata,0
Micarea_alabastrites,0
Micarea_assimilata,0
Micarea_botryoides,0
Micarea_byssacea,0
Micarea_cinerea,0
Micarea_clavopycnidiata,0
Micarea_coppinsii,0
Micarea_deminuta,0
Micarea_denigrata,0
Micarea_doliiformis,0
Micarea_elachista,0
Micarea_erratica,0
Micarea_eximia,0
Micarea_flagellispora,0
Micarea_hedlundii,0
Micarea_lapillicola,0
Micarea_leprosula,0
Micarea_lignaria,0
Micarea_lithinella,0
Micarea_lynceola,0
Micarea_magellanica,0
Micarea_marginata,0
Micarea_melaena,0
Micarea_micrococca,0
Micarea_misella,0
Micarea_myriocarpa,0
Micarea_nigella,0
Micarea_nitschkeana,0
Micarea_nowakii,0
Micarea_paratropa,0
Micarea_peliocarpa,0
Micarea_prasina,0
Micarea_prasinella,0
Micarea_pycnidiophora,0
Micarea_stipitata,0
Micarea_subnigrata,0
Micarea_subviridescens,0
Micarea_synotheoides,0
Micarea_tomentosa,0
Micarea_turfosa,0
Micarea_viridileprosa,0
Micarea_xanthonica,0
Nelsenium_usnicum,0
Schadonia_fecunda,0
Sporopodium_antoninianum,0
Szczawinskia_leucopoda,0
Szczawinskia_tsugae,0
Protomicarea_limosa,0
Protoparmelia_atriseda,0
Protoparmelia_cupreobadia,0
Protoparmelia_phaeonesos,0
Psilolechia_clavulifera,0
Psilolechia_leprosa,0
Psilolechia_lucida,0
Micarea_bauschiana,0
Micarea_lutulata,0
Micarea_sylvicola,0
Micarea_tuberculata,0
Protoblastenia_aurata,0
Protoblastenia_calva,0
Protoblastenia_calvella,0
Protoblastenia_cyclospora,0
Protoblastenia_incrustans,0
Protoblastenia_laeta,0
Protoblastenia_lilacina,0
Protoblastenia_rupestris,0
Protoblastenia_siebenhaariana,0
Protoblastenia_terricola,0
Psora_brunneocarpa,0
Psora_californica,0
Psora_cerebriformis,0
Psora_crenata,0
Psora_decipiens,0
Psora_globifera,0
Psora_himalayana,0
Psora_hyporubescens,0
Psora_indigirkae,0
Psora_nipponica,0
Psora_nitida,0
Psora_pacifica,0
Psora_peninsularis,0
Psora_pruinosa,0
Psora_rubiformis,0
Psora_russellii,0
Psora_tenuifolia,0
Psora_testacea,0
Psora_tuckermanii,0
Psora_vallesiaca,0
Psorula_rufonigra,0
Puttea_margaritella,0
Arthrosporum_populorum,0
Bacidia_absistens,0
Bacidia_arceutina,0
Bacidia_auerswaldii,0
Bacidia_bagliettoana,0
Bacidia_biatorina,0
Bacidia_caligans,0
Bacidia_circumspecta,0
Bacidia_diffracta,0
Bacidia_fraxinea,0
Bacidia_fuscoviridis,0
Bacidia_hemipolia,0
Bacidia_hostheleoides,0
Bacidia_lutescens,0
Bacidia_medialis,0
Bacidia_polychroa,0
Bacidia_rosella,0
Bacidia_rubella,0
Bacidia_schweinitzii,0
Bacidia_scopulicola,0
Bacidia_sipmanii,0
Bacidia_subincompta,0
Bacidia_suffusa,0
Bacidia_vermifera,0
Bacidina_adastra,0
Bacidina_arnoldiana,0
Bacidina_chloroticula,0
Bacidina_delicata,0
Bacidina_egenula,0
Bacidina_flavoleprosa,0
Bacidina_neosquamulosa,0
Bacidina_phacodes,0
Bacidina_ramea,0
Bacidina_sulphurella,0
Biatora_beckhausii,0
Biatora_britannica,0
Biatora_carneoalbida,0
Biatora_chrysantha,0
Biatora_efflorescens,0
Biatora_fallax,0
Biatora_globulosa,0
Biatora_helvola,0
Biatora_hertelii,0
Biatora_hypophaea,0
Biatora_ligni_mollis,0
Biatora_meiocarpa,0
Biatora_ocelliformis,0
Biatora_pallens,0
Biatora_pseudohelvola,0
Biatora_sphaeroides,0
Biatora_sphaeroidiza,0
Biatora_subduplex,0
Biatora_toensbergii,0
Biatora_vernalis,0
Biatora_veteranorum,0
Bilimbia_lobulata,0
Bilimbia_microcarpa,0
Bilimbia_sabuletorum,0
Catillaria_corymbosa,0
Catillaria_scotinodes,0
Cliostomum_corrugatum,0
Cliostomum_griffithii,0
Cliostomum_tenerum,0
Crocynia_gossypina,0
Crocynia_pyxinoides,0
Lecania_aipospila,0
Lecania_atrynoides,0
Lecania_baeomma,0
Lecania_chlorotiza,0
Lecania_croatica,0
Lecania_cyrtella,0
Lecania_cyrtellina,0
Lecania_dubitans,0
Lecania_erysibe,0
Lecania_falcata,0
Lecania_furfuracea,0
Lecania_fuscella,0
Lecania_gerlachei,0
Lecania_glauca,0
Lecania_hutchinsiae,0
Lecania_inundata,0
Lecania_leprosa,0
Lecania_naegelii,0
Lecania_nylanderiana,0
Lecania_prasinoides,0
Lecania_proteiformis,0
Lecania_rabenhorstii,0
Lecania_racovitzae,0
Lecania_sambucina,0
Lecania_sylvestris,0
Lecania_turicensis,0
Lecidea_sphaerella,0
Lopezaria_versicolor,0
Megalaria_grossa,0
Megalaria_laureri,0
Megalaria_pulverea,0
Mycobilimbia_epixanthoides,0
Mycobilimbia_fissuriseda,0
Mycobilimbia_pilularis,0
Mycobilimbia_tetramera,0
Niebla_cephalota,1
Niebla_ceruchis,1
Niebla_combeoides,1
Niebla_homalea,1
Niebla_laevigata,1
Niebla_procera,1
Niebla_robusta,1
Ramalina_almquistii,1
Ramalina_americana,1
Ramalina_arabum,1
Ramalina_aspera,1
Ramalina_azorica,1
Ramalina_bourgaeana,1
Ramalina_breviuscula,1
Ramalina_calicaris,1
Ramalina_canariensis,1
Ramalina_capitata,1
Ramalina_celastri,1
Ramalina_chondrina,1
Ramalina_complanata,1
Ramalina_conduplicans,1
Ramalina_confirmata,1
Ramalina_cribrosa,1
Ramalina_crispatula,1
Ramalina_culbersoniorum,1
Ramalina_cupularis,1
Ramalina_decipiens,1
Ramalina_digitellata,1
Ramalina_erosa,1
Ramalina_exilis,1
Ramalina_farinacea,1
Ramalina_fastigiata,1
Ramalina_fraxinea,1
Ramalina_geniculata,1
Ramalina_glaucescens,1
Ramalina_hamulosa,1
Ramalina_hierrensis,1
Ramalina_huei,1
Ramalina_implectens,1
Ramalina_intermedia,1
Ramalina_lacera,1
Ramalina_leiodea,1
Ramalina_leptocarpha,1
Ramalina_litoralis,1
Ramalina_maciformis,1
Ramalina_maderensis,1
Ramalina_menziesii,1
Ramalina_minuscula,1
Ramalina_mollis,1
Ramalina_montagnei,1
Ramalina_nodosa,1
Ramalina_obtusata,1
Ramalina_pacifica,1
Ramalina_paludosa,1
Ramalina_panizzei,1
Ramalina_pertusa,1
Ramalina_peruviana,1
Ramalina_pitardii,1
Ramalina_pluviariae,1
Ramalina_pollinaria,1
Ramalina_polymorpha,1
Ramalina_portosantana,1
Ramalina_portuensis,1
Ramalina_pusilla,1
Ramalina_requienii,1
Ramalina_roesleri,1
Ramalina_rosacea,1
Ramalina_rubrotincta,1
Ramalina_sekika,1
Ramalina_siliquosa,1
Ramalina_sinensis,1
Ramalina_stevensiae,1
Ramalina_subbreviuscula,1
Ramalina_subfarinacea,1
Ramalina_subgeniculata,1
Ramalina_subpusilla,1
Ramalina_subwebbiana,1
Ramalina_terebrata,1
Ramalina_tortuosa,1
Ramalina_webbii,1
Ramalina_wirthii,1
Ramalina_yasudae,1
Ramalinopsis_mannii,1
Rolfidium_coccocarpioides,0
Scutula_krempelhuberi,0
Scutula_miliaris,0
Thamnolecania_brialmontii,0
Toninia_alutacea,0
Toninia_aromatica,0
Toninia_candida,0
Toninia_cinereovirens,0
Toninia_coelestina,0
Toninia_lutosa,0
Toninia_nordlandica,0
Toninia_opuntioides,0
Toninia_pennina,0
Toninia_philippea,0
Toninia_plumbina,0
Toninia_rosulata,0
Toninia_ruginosa,0
Toninia_sculpturata,0
Toninia_sedifolia,0
Toninia_squalida,0
Toninia_talparum,0
Toninia_taurica,0
Toninia_toniniana,0
Toninia_verrucarioides,0
Trichoramalina_crinita,1
Trichoramalina_melanothrix,1
Tylothallia_biformigera,0
Waynea_californica,0
Lecidea_haematites,0
Pyrrhospora_arandensis,0
Pyrrhospora_laeta,0
Pyrrhospora_petraeoides,0
Pyrrhospora_russula,0
Pyrrhospora_sanguinolenta,0
Ramboldia_brunneocarpa,0
Ramboldia_stuartii,0
Scoliciosporum_chlorococcum,0
Scoliciosporum_intrusum,0
Scoliciosporum_umbrinum,0
Austropeltum_glareosum,0
Bunodophoron_australe,1
Bunodophoron_melanocarpum,1
Bunodophoron_scrobiculatum,1
Leifidium_tenerum,1
Neophyllis_melacarpa,1
Sphaerophorus_fragilis,1
Sphaerophorus_globosus,1
Sphaerophorus_stereocauloides,1
Herteliana_taylorii,0
Squamarina_cartilaginea,0
Squamarina_gypsacea,0
Squamarina_lentigera,0
Lepraria_atlantica,0
Lepraria_atrotomentosa,0
Lepraria_bergensis,0
Lepraria_borealis,0
Lepraria_cacuminum,0
Lepraria_caesiella,0
Lepraria_caesioalba,0
Lepraria_celata,0
Lepraria_crassissima,0
Lepraria_cryophila,0
Lepraria_diffusa,0
Lepraria_eburnea,0
Lepraria_elobata,0
Lepraria_finkii,0
Lepraria_friabilis,0
Lepraria_granulata,0
Lepraria_harrisiana,0
Lepraria_hodkinsoniana,0
Lepraria_humida,0
Lepraria_incana,0
Lepraria_isidiata,0
Lepraria_jackii,0
Lepraria_lanata,0
Lepraria_larrainiana,0
Lepraria_leprolomopsis,0
Lepraria_lobificans,0
Lepraria_membranacea,0
Lepraria_neglecta,0
Lepraria_nivalis,0
Lepraria_normandinoides,0
Lepraria_nylanderiana,0
Lepraria_oxybapha,0
Lepraria_pacifica,0
Lepraria_rigidula,0
Lepraria_santosii,0
Lepraria_subalbicans,0
Lepraria_sylvicola,0
Lepraria_toensbergiana,0
Lepraria_umbricola,0
Lepraria_vouauxii,0
Lepraria_xerophila,0
Lepraria_yunnaniana,0
Stereocaulon_alpestre,1
Stereocaulon_alpinum,1
Stereocaulon_arcticum,1
Stereocaulon_atlanticum,1
Stereocaulon_azoreum,1
Stereocaulon_botryosum,1
Stereocaulon_coniophyllum,1
Stereocaulon_corticatulum,1
Stereocaulon_cumulatum,0
Stereocaulon_curtatum,1
Stereocaulon_delisei,1
Stereocaulon_dendroides,1
Stereocaulon_depreaultii,1
Stereocaulon_evolutum,1
Stereocaulon_exutum,1
Stereocaulon_farinaceum,1
Stereocaulon_foliolosum,1
Stereocaulon_fronduliferum,1
Stereocaulon_glabrum,1
Stereocaulon_glareosum,1
Stereocaulon_implexum,1
Stereocaulon_incrustatum,1
Stereocaulon_intermedium,1
Stereocaulon_japonicum,1
Stereocaulon_leucophaeopsis,0
Stereocaulon_myriocarpum,1
Stereocaulon_nanodes,1
Stereocaulon_nigrum,1
Stereocaulon_nivale,0
Stereocaulon_octomerellum,1
Stereocaulon_paschale,1
Stereocaulon_pendulum,1
Stereocaulon_pileatum,1
Stereocaulon_plicatile,0
Stereocaulon_pomiferum,1
Stereocaulon_ramulosum,1
Stereocaulon_rivulorum,1
Stereocaulon_sasakii,1
Stereocaulon_saxatile,1
Stereocaulon_spathuliferum,1
Stereocaulon_subcoralloides,1
Stereocaulon_taeniarum,1
Stereocaulon_tomentosum,1
Stereocaulon_tornense,0
Stereocaulon_urceolatum,0
Stereocaulon_verruciferum,1
Stereocaulon_verruculigerum,1
Stereocaulon_vesuvianum,1
Stereocaulon_virgatum,1
Lecidea_berengeriana,0
Amygdalaria_consentiens,0
Amygdalaria_elegantior,0
Amygdalaria_panaeola,0
Bellemerea_alpina,0
Bellemerea_diamarta,0
Bellemerea_subsorediza,0
Cecidonia_umbonella,0
Immersaria_usbekica,0
Koerberiella_wimmeriana,0
Lecidea_andersonii,0
Lecidea_atrobrunnea,0
Lecidea_auriculata,0
Lecidea_cancriformis,0
Lecidea_confluens,0
Lecidea_fuscoatra,0
Lecidea_fuscoatrina,0
Lecidea_inops,0
Lecidea_laboriosa,0
Lecidea_lapicida,0
Lecidea_obluridata,0
Lecidea_plana,0
Lecidea_polypycnidophora,0
Lecidea_silacea,0
Lecidea_syncarpa,0
Lecidea_tessellata,0
Porpidia_albocaerulescens,0
Porpidia_carlottiana,0
Porpidia_cinereoatra,0
Porpidia_contraponenda,0
Porpidia_crustulata,0
Porpidia_diversa,0
Porpidia_flavocaerulescens,0
Porpidia_glaucophaea,0
Porpidia_grisea,0
Porpidia_hydrophila,0
Porpidia_lowiana,0
Porpidia_macrocarpa,0
Porpidia_melinodes,0
Porpidia_musiva,0
Porpidia_nigrocruenta,0
Porpidia_ochrolemma,0
Porpidia_soredizodes,0
Porpidia_speirea,0
Porpidia_stephanodes,0
Porpidia_superba,0
Porpidia_tahawasiana,0
Porpidia_tuberculosa,0
Porpidia_zeoroides,0
Stenhammarella_turgida,0
Stephanocyclos_henssenianus,0
Lecidoma_demissum,0
Halecania_alpivaga,0
Lepraria_coriensis,1
Leprocaulon_americanum,1
Leprocaulon_knudsenii,1
Leprocaulon_quisquiliare,1
Leprocaulon_santamonicae,1
Leprocaulon_terricola,1
Leprocaulon_textum,1
Notolecidea_subcontinua,0
Coccocarpia_domingensis,1
Coccocarpia_erythroxyli,1
Coccocarpia_palmicola,1
Coccocarpia_pellita,1
Spilonemella_americana,0
Collema_auriforme,1
Collema_bachmanianum,1
Collema_callopismum,1
Collema_ceraniscum,1
Collema_complanatum,1
Collema_conglomeratum,1
Collema_crispum,1
Collema_cristatum,1
Collema_curtisporum,1
Collema_flaccidum,1
Collema_fragile,1
Collema_fragrans,1
Collema_furfuraceum,1
Collema_fuscovirens,1
Collema_glaucophthalmum,1
Collema_italicum,1
Collema_laeve,1
Collema_leptaleum,1
Collema_ligerinum,1
Collema_multipartitum,1
Collema_multipunctatum,1
Collema_nigrescens,1
Collema_occultatum,1
Collema_parvum,1
Collema_polycarpon,1
Collema_rugosum,1
Collema_subconveniens,1
Collema_subnigrescens,1
Collema_tenax,1
Collema_undulatum,1
Leptogium_arsenei,1
Leptogium_austroamericanum,1
Leptogium_azureum,1
Leptogium_biatorinum,1
Leptogium_biloculare,1
Leptogium_brebissonii,1
Leptogium_britannicum,1
Leptogium_burnetiae,1
Leptogium_cellulosum,1
Leptogium_corticola,1
Leptogium_crispatellum,1
Leptogium_cyanescens,1
Leptogium_dactylinum,1
Leptogium_denticulatum,1
Leptogium_diffractum,1
Leptogium_digitatum,1
Leptogium_furfuraceum,1
Leptogium_gelatinosum,1
Leptogium_hibernicum,1
Leptogium_hildenbrandii,1
Leptogium_imbricatum,1
Leptogium_isidiosellum,1
Leptogium_juressianum,1
Leptogium_laceroides,1
Leptogium_lichenoides,1
Leptogium_magnussonii,1
Leptogium_malmei,1
Leptogium_marginellum,1
Leptogium_microphylloides,1
Leptogium_palmatum,1
Leptogium_papillosum,1
Leptogium_pedicellatum,1
Leptogium_phyllocarpum,1
Leptogium_plicatile,1
Leptogium_polycarpum,1
Leptogium_pseudofurfuraceum,1
Leptogium_puberulum,1
Leptogium_pulvinatum,1
Leptogium_quercicola,1
Leptogium_resupinans,1
Leptogium_reticulatum,1
Leptogium_rivulare,1
Leptogium_saturninum,1
Leptogium_schraderi,1
Leptogium_sessile,1
Leptogium_siskiyouensis,1
Leptogium_subaridum,1
Leptogium_subtile,1
Leptogium_tacomae,1
Leptogium_tenuissimum,1
Leptogium_teretiusculum,1
Leptogium_turgidum,1
Leptogium_velutinum,1
Koerberia_biformis,0
Steinera_glaucella,0
Steinera_radiata,0
Steinera_symptychia,0
Vestergrenopsis_elaeina,0
Vestergrenopsis_isidiata,0
Vestergrenopsis_sonomensis,0
Dendriscosticta_oroborealis,1
Dendriscosticta_praetextata,1
Dendriscosticta_wrightii,1
Lobaria_adscripta,1
Lobaria_amplissima,1
Lobaria_discolor,1
Lobaria_dissecta,1
Lobaria_fendleri,1
Lobaria_hallii,1
Lobaria_immixta,1
Lobaria_isidiosa,1
Lobaria_kurokawae,1
Lobaria_linita,1
Lobaria_macaronesica,1
Lobaria_meridionalis,1
Lobaria_oregana,1
Lobaria_orientalis,1
Lobaria_patinifera,1
Lobaria_pseudoglaberrima,1
Lobaria_pseudopulmonaria,1
Lobaria_pulmonaria,1
Lobaria_quercizans,1
Lobaria_retigera,1
Lobaria_sachalinensis,1
Lobaria_silvae_veteris,1
Lobaria_spathulata,1
Lobaria_virens,1
Lobariella_angustata,1
Lobariella_auriculata,1
Lobariella_botryoides,1
Lobariella_crenulata,1
Lobariella_ecorticata,1
Lobariella_flavomedullosa,1
Lobariella_isidiata,1
Lobariella_pallida,1
Lobariella_pallidocrenulata,1
Lobariella_parmelioides,1
Lobariella_pseudocrenulata,1
Lobariella_reticulata,1
Lobariella_sipmanii,1
Lobariella_soredians,1
Lobariella_subexornata,1
Lobarina_scrobiculata,1
Pseudocyphellaria_allanii,1
Pseudocyphellaria_anomala,1
Pseudocyphellaria_anthraspis,1
Pseudocyphellaria_ardesiaca,1
Pseudocyphellaria_argyracea,1
Pseudocyphellaria_aurata,1
Pseudocyphellaria_berberina,1
Pseudocyphellaria_cinnamomea,1
Pseudocyphellaria_clathrata,1
Pseudocyphellaria_corbettii,1
Pseudocyphellaria_coriacea,1
Pseudocyphellaria_coriifolia,1
Pseudocyphellaria_crocata,1
Pseudocyphellaria_dissimilis,1
Pseudocyphellaria_divulsa,1
Pseudocyphellaria_dubia,1
Pseudocyphellaria_endochrysea,1
Pseudocyphellaria_episticta,1
Pseudocyphellaria_faveolata,1
Pseudocyphellaria_fimbriatoides,1
Pseudocyphellaria_freycinetii,1
Pseudocyphellaria_glabra,1
Pseudocyphellaria_granulata,1
Pseudocyphellaria_hirsuta,1
Pseudocyphellaria_homoeophylla,1
Pseudocyphellaria_hookeri,1
Pseudocyphellaria_intricata,1
Pseudocyphellaria_knightii,1
