generation,N_shifts,logPrior,logLik,eventRate,acceptRate
18060000,15,22.7436,-14817.1,13.6055,0.4286
18070000,17,28.3953,-14814.7,22.0725,0.428143
18080000,16,27.2002,-14808.7,16.729,0.4255
18090000,19,28.1133,-14809.2,16.4235,0.43728
18100000,19,29.2623,-14812.9,21.4096,0.43075
18110000,16,25.3994,-14815.4,23.2804,0.419582
18120000,19,31.8627,-14811.1,17.0949,0.416775
18130000,16,28.4084,-14804.4,22.1694,0.4028
18140000,16,27.1534,-14801.3,20.0419,0.4166
18150000,22,35.8977,-14817.6,20.799,0.41575
18160000,22,32.0536,-14799.2,18.7638,0.4102
18170000,19,36.7455,-14810.4,22.0226,0.42174
18180000,17,24.8751,-14810.5,16.8978,0.4354
18190000,16,26.2624,-14813.2,16.7536,0.4098
18200000,20,22.4468,-14805.9,17.1471,0.4268
18210000,16,25.7606,-14816.8,14.9849,0.43215
18220000,19,25.0592,-14812.1,18.736,0.444312
18230000,17,24.9749,-14816.5,19.6444,0.4322
18240000,13,22.1066,-14823.6,15.8644,0.427186
18250000,17,32.8775,-14814.7,13.9212,0.4346
18260000,15,25.2089,-14806,20.6562,0.429017
18270000,20,32.9818,-14805.6,25.0759,0.4057
18280000,15,29.1338,-14807,16.5905,0.4237
18290000,20,25.9051,-14797.6,18.7252,0.43585
18300000,15,26.5017,-14815.7,18.2658,0.43946
18310000,22,28.5074,-14798.9,19.7758,0.40515
18320000,19,32.4216,-14796.7,21.6657,0.4359
18330000,19,30.2837,-14823.6,19.925,0.443867
18340000,18,29.966,-14831.6,20.7616,0.422733
18350000,16,27.3497,-14815.4,12.4195,0.416073
18360000,17,25.1843,-14820.5,25.7349,0.42895
18370000,16,29.1014,-14812.3,12.2795,0.452333
18380000,19,29.2453,-14821.9,33.8195,0.4274
18390000,18,30.9242,-14811.2,15.7845,0.436317
18400000,18,30.5078,-14803.5,24.9858,0.4211
18410000,15,27.5083,-14824.3,18.5048,0.4142
18420000,18,22.5769,-14791.5,19.2749,0.42665
18430000,16,29.5272,-14813.6,15.6654,0.43084
18440000,18,24.2967,-14808.7,20.4187,0.42375
18450000,17,28.8687,-14808.3,15.901,0.42675
18460000,15,28.2322,-14817.6,10.129,0.42678
18470000,16,28.5749,-14802.8,19.4963,0.4175
18480000,20,31.0227,-14813.7,24.5556,0.4189
18490000,13,25.0338,-14814.2,11.1582,0.43732
18500000,19,32.2025,-14825.3,19.5215,0.4414
18510000,15,20.6076,-14828.2,12.071,0.41808
18520000,14,24.8489,-14825.5,18.9643,0.417833
18530000,16,27.485,-14818.5,13.3725,0.432386
18540000,18,29.1785,-14824.5,22.8069,0.433
18550000,16,28.3325,-14830.5,15.8696,0.42226
18560000,14,24.5529,-14823,12.1647,0.4283
18570000,18,30.6147,-14810.4,15.1822,0.4318
18580000,21,28.8511,-14811.1,26.9648,0.424571
18590000,19,34.5058,-14827.9,29.5358,0.432967
18600000,19,34.0393,-14817.3,15.0601,0.4377
18610000,18,26.6573,-14806.2,21.0796,0.4604
18620000,18,32.6933,-14813.2,12.7815,0.43772
18630000,17,31.0833,-14827,21.5289,0.4318
18640000,14,25.2529,-14837.2,12.02,0.4314
18650000,20,35.1847,-14826.3,22.6015,0.448925
18660000,22,32.8577,-14814.1,16.334,0.434175
18670000,18,32.3998,-14827.5,29.4714,0.4351
18680000,16,29.8002,-14824.7,20.5053,0.4304
18690000,15,25.4014,-14845,18.5501,0.441575
18700000,16,24.9915,-14823.1,14.6411,0.40775
18710000,13,24.8402,-14816.3,11.6382,0.413529
18720000,16,27.9847,-14802.9,19.6558,0.434311
18730000,14,26.3613,-14817.6,8.66234,0.41135
18740000,15,25.4156,-14802.1,14.3257,0.41235
18750000,16,29.1884,-14796.8,13.8997,0.4377
18760000,19,31.3156,-14804.3,15.468,0.4357
18770000,24,35.1428,-14812.9,17.1465,0.4308
18780000,12,23.1012,-14818.7,14.9465,0.418256
18790000,14,24.8286,-14817.9,17.0069,0.41665
18800000,14,24.8834,-14812.8,18.0032,0.4135
18810000,17,27.0563,-14811,12.6338,0.423873
18820000,16,29.0655,-14804.1,11.337,0.3959
18830000,17,29.3733,-14811.1,15.6038,0.4037
18840000,18,29.8828,-14802.1,16.249,0.4383
18850000,20,33.7579,-14811.3,17.2238,0.42182
18860000,19,30.4673,-14813.4,21.7188,0.430911
18870000,18,29.938,-14811,21.1865,0.4321
18880000,16,27.7188,-14814.2,21.0556,0.427267
18890000,17,32.2017,-14821.3,21.7202,0.4478
18900000,18,31.673,-14810.1,16.435,0.424383
18910000,18,27.1426,-14815.2,19.6353,0.4415
18920000,20,30.4399,-14808,14.5962,0.4353
18930000,15,24.9885,-14821.3,11.8083,0.4152
18940000,19,24.8405,-14814.4,15.4594,0.4282
18950000,20,34.9731,-14811.5,17.8739,0.425633
18960000,14,25.2752,-14839.5,19.4871,0.43095
18970000,23,35.8596,-14798.2,23.7417,0.429429
18980000,19,25.371,-14811.1,16.2602,0.435967
18990000,17,30.8075,-14805.9,16.8423,0.44015
19000000,14,25.4733,-14826.1,12.9623,0.4338
19010000,16,23.6133,-14829.2,11.2589,0.4254
19020000,16,26.2602,-14814,15.4402,0.426462
19030000,19,33.8493,-14815.5,21.671,0.4136
19040000,18,28.031,-14823.4,19.6866,0.4188
19050000,19,34.2457,-14801.9,15.6299,0.437683
19060000,20,29.0481,-14803.3,16.3272,0.43364
19070000,16,29.1923,-14820.4,19.4233,0.426633
19080000,19,33.0344,-14816.7,23.3101,0.4315
19090000,20,30.7866,-14797.5,16.0868,0.42875
19100000,26,41.0169,-14792.8,27.0759,0.4542
19110000,20,36.0527,-14797.3,30.6905,0.4441
19120000,16,27.6183,-14800.9,17.7766,0.4273
19130000,15,26.0659,-14826,22.4551,0.444917
19140000,19,32.2239,-14816.8,22.8049,0.41555
19150000,17,32.7234,-14811.2,11.0695,0.4184
19160000,18,32.7474,-14808.7,28.0231,0.4164
19170000,19,27.4467,-14819.5,13.1323,0.429271
19180000,11,20.4902,-14858.7,8.43423,0.43716
19190000,18,31.5155,-14818.4,21.419,0.428367
19200000,14,25.6036,-14832.5,15.7473,0.428
19210000,23,33.3912,-14815.5,21.1364,0.4332
19220000,18,27.343,-14809.2,16.002,0.4249
19230000,20,30.9234,-14807.3,17.0746,0.4134
19240000,18,33.0657,-14817,15.7421,0.424225
19250000,12,19.9797,-14827.4,18.5901,0.4341
19260000,22,38.7822,-14801.3,18.1425,0.4409
19270000,15,27.3379,-14827,14.3521,0.4312
19280000,17,27.1862,-14821.1,24.6044,0.4299
19290000,17,27.6655,-14813,16.1458,0.4452
19300000,20,33.061,-14815.7,18.5405,0.421025
19310000,20,25.9512,-14833.5,24.5827,0.438822
19320000,16,26.0547,-14813.8,13.1695,0.4402
19330000,23,32.4828,-14788.1,27.1809,0.432733
19340000,21,33.6641,-14812.1,23.3593,0.4507
19350000,19,30.1383,-14812.7,19.1254,0.430633
19360000,18,34.5599,-14803.9,23.6767,0.440625
19370000,21,37.2127,-14794.9,21.7718,0.4282
19380000,16,24.9766,-14818.4,9.54555,0.4415
19390000,22,39.154,-14809.8,23.2984,0.4528
19400000,22,33.6509,-14807.1,28.3839,0.42775
19410000,19,28.3025,-14798.8,20.8795,0.4287
19420000,15,27.8356,-14823.6,13.4029,0.435925
19430000,19,27.7617,-14821.9,21.4127,0.4501
19440000,20,31.9062,-14816.2,18.4846,0.437267
19450000,16,25.9084,-14831.1,16.1918,0.431448
19460000,19,28.0058,-14809.9,21.6168,0.436657
19470000,14,24.5694,-14827.6,15.6212,0.437
19480000,13,25.1609,-14825.5,8.18632,0.42038
19490000,17,29.6672,-14800.7,17.967,0.43214
19500000,19,22.6123,-14816,28.4142,0.4255
19510000,21,35.9172,-14814.4,17.2257,0.4349
19520000,19,30.2487,-14809.5,22.6272,0.41
19530000,18,31.4637,-14814.7,9.20847,0.4064
19540000,17,26.4322,-14818.3,21.6729,0.451
19550000,19,30.5288,-14837.2,25.7744,0.418786
19560000,17,30.0292,-14821.9,12.8847,0.4381
19570000,23,36.009,-14814.7,38.3728,0.4411
19580000,19,30.9237,-14808.1,14.2241,0.435475
19590000,21,31.7601,-14805.9,21.7186,0.4341
19600000,21,36.8111,-14825.2,17.5032,0.4226
19610000,17,29.7509,-14815.6,19.1706,0.42698
19620000,14,19.5705,-14833.5,13.6169,0.4339
19630000,14,24.71,-14810.6,15.1954,0.424417
19640000,16,28.483,-14820.5,15.9676,0.42072
19650000,15,25.853,-14806.3,16.6243,0.41785
19660000,15,26.4913,-14805.3,17.8335,0.4199
19670000,17,29.3656,-14799.6,16.6427,0.4168
19680000,23,39.0222,-14828,27.3367,0.427083
19690000,19,30.9266,-14812,20.3829,0.432217
19700000,17,29.3913,-14818.7,25.8296,0.43015
19710000,18,29.3635,-14824.3,15.778,0.427525
19720000,22,34.4326,-14815.9,22.8387,0.4229
19730000,23,35.0902,-14815.4,31.5418,0.453
19740000,19,30.7785,-14804.3,16.6215,0.434925
19750000,20,24.039,-14817.6,18.6053,0.4203
19760000,14,26.7466,-14809.7,15.5832,0.41845
19770000,19,34.6862,-14824,19.2686,0.4072
19780000,20,34.2359,-14809.8,21.549,0.4237
19790000,19,31.3626,-14796.4,25.5874,0.4191
19800000,19,30.747,-14822,20.2212,0.430843
19810000,19,29.3367,-14799.6,20.827,0.4305
19820000,17,22.2892,-14822.4,17.8669,0.430871
19830000,22,33.0309,-14794.1,26.0414,0.4172
19840000,20,32.0401,-14807.9,19.0054,0.429081
19850000,19,33.2288,-14803.5,19.0665,0.437667
19860000,15,26.7656,-14811.8,15.5909,0.43005
19870000,17,30.8721,-14818.7,18.4245,0.4076
19880000,16,29.8066,-14818.3,17.2089,0.4348
19890000,16,29.2401,-14815.3,12.8769,0.4245
19900000,18,31.5084,-14814.1,15.372,0.41525
19910000,20,32.3038,-14810.7,28.4515,0.43145
19920000,16,21.8435,-14822.3,15.8957,0.41925
19930000,14,22.0608,-14820,19.5803,0.4308
19940000,15,25.0165,-14822.3,20.6423,0.428467
19950000,17,32.8607,-14800.6,21.6829,0.40182
19960000,18,30.0687,-14804.5,15.5272,0.404
19970000,20,33.0875,-14817,12.2389,0.436275
19980000,17,24.2973,-14823.8,23.2429,0.42662
19990000,19,33.0573,-14819.2,19.1723,0.4251
20000000,13,23.9852,-14829.1,18.3373,0.425483
20010000,16,29.3167,-14808.5,22.9908,0.4202
20020000,17,26.6274,-14816.3,23.8404,0.4291
20030000,17,28.8155,-14824.8,13.6564,0.416167
20040000,18,28.2855,-14793.1,22.6627,0.413363
20050000,12,19.844,-14836.9,19.2682,0.4285
20060000,14,23.5286,-14835.5,14.6322,0.406
20070000,17,26.8319,-14812.7,13.5003,0.41535
20080000,15,25.0826,-14827.5,14.2266,0.40745
20090000,16,28.0784,-14815.5,12.8524,0.40165
20100000,18,29.5746,-14818.4,13.4141,0.4171
20110000,16,28.9388,-14824.9,15.6796,0.4306
20120000,17,29.8711,-14812.6,16.4995,0.414127
20130000,17,26.3998,-14822.5,26.3444,0.43488
20140000,18,30.171,-14800.2,17.8935,0.42235
20150000,17,28.5369,-14796.6,14.9464,0.4239
20160000,18,30.7529,-14807.2,14.8639,0.43916
20170000,14,19.8356,-14816.5,16.6279,0.41915
20180000,17,26.8137,-14830.2,14.1692,0.45955
20190000,17,26.4719,-14817.3,24.296,0.4462
20200000,19,27.9921,-14798.5,23.4691,0.404233
20210000,21,30.5958,-14813.8,18.7906,0.4297
20220000,15,25.5543,-14819.1,13.0153,0.419833
20230000,15,25.7554,-14813.1,17.7107,0.41755
20240000,27,40.8712,-14803.4,34.9686,0.437044
20250000,20,34.9333,-14815.1,22.1779,0.4156
20260000,18,31.7968,-14805.9,12.6842,0.418733
20270000,20,32.7094,-14818,18.285,0.442567
20280000,20,33.3734,-14818.4,17.3708,0.419933
20290000,22,24.5853,-14802,18.4718,0.431125
20300000,19,28.3743,-14810.3,21.0181,0.4376
20310000,20,33.732,-14803.5,22.4117,0.42515
20320000,22,38.3207,-14813.9,23.4799,0.4359
20330000,17,26.7863,-14799.4,16.9841,0.43638
20340000,17,30.4924,-14797.4,18.9592,0.4284
20350000,18,30.4349,-14798.2,20.493,0.446188
20360000,18,33.0825,-14805.8,16.6253,0.43585
20370000,29,39.2591,-14795.6,35.8016,0.43825
20380000,24,39.6514,-14786.9,24.9347,0.4448
20390000,16,29.4179,-14806.5,15.6599,0.434633
20400000,18,30.5223,-14825.9,23.4124,0.43514
20410000,21,34.7875,-14811,19.0196,0.4164
20420000,12,18.3237,-14836.9,10.4759,0.44833
20430000,20,32.332,-14823.3,15.072,0.43884
20440000,13,23.6876,-14820.1,17.6679,0.417533
20450000,18,23.1247,-14798.2,10.373,0.4237
20460000,23,35.1673,-14791,18.2389,0.4201
20470000,24,41.8391,-14790,24.2709,0.4517
20480000,29,42.9383,-14804,27.8455,0.4529
20490000,16,22.6121,-14807.6,16.9864,0.424444
20500000,15,27.8708,-14814.3,18.038,0.4302
20510000,14,20.8402,-14813.4,19.2897,0.435511
20520000,18,34.1861,-14806.5,16.3556,0.425588
20530000,21,32.8927,-14803,18.7174,0.4169
20540000,15,20.6672,-14830.4,16.5129,0.4356
20550000,16,29.6684,-14811.8,25.6881,0.42398
20560000,17,27.4931,-14813.6,20.7937,0.423667
20570000,11,17.9963,-14832.1,13.2163,0.429133
20580000,19,31.4969,-14804.2,22.6908,0.41785
20590000,16,29.4315,-14810.3,18.8209,0.43375
20600000,16,25.9497,-14811.9,21.6571,0.4337
20610000,16,27.608,-14800.6,13.7439,0.4166
20620000,16,25.2039,-14821.7,16.6548,0.427871
20630000,17,29.0405,-14810.1,21.4773,0.42765
20640000,15,21.6086,-14826.3,23.3799,0.42775
20650000,16,29.9998,-14813.2,11.7982,0.41305
20660000,17,28.1938,-14805.8,20.6627,0.414582
20670000,19,31.1185,-14798,20.8748,0.41444
20680000,15,26.5143,-14804.1,24.2767,0.4149
20690000,17,28.2429,-14810.6,13.5087,0.418025
20700000,19,29.3942,-14816.6,33.5285,0.4373
20710000,15,24.5484,-14828.4,15.2425,0.4084
20720000,16,26.6975,-14820.8,15.4949,0.421675
20730000,27,39.7204,-14799.2,30.7055,0.42885
20740000,14,27.8688,-14811.7,13.9245,0.42505
20750000,11,20.5185,-14830.4,10.8818,0.438633
20760000,13,23.7829,-14835.9,12.1209,0.439775
20770000,18,30.7599,-14809,14.838,0.43235
20780000,15,25.8859,-14825,15.8944,0.4123
20790000,17,19.8167,-14822.6,19.5634,0.4208
20800000,20,33.2627,-14826.7,26.4889,0.448975
20810000,15,24.6265,-14819.5,11.604,0.4346
20820000,18,33.2928,-14801.8,17.3008,0.44265
20830000,21,34.2929,-14810,28.4849,0.4313
20840000,15,27.5499,-14822.3,8.91367,0.422767
20850000,20,28.4352,-14818.1,26.7298,0.413137
20860000,15,20.3972,-14802.8,13.585,0.3919
20870000,24,37.6525,-14800.1,27.0289,0.4423
20880000,18,25.6822,-14828.7,19.9658,0.40784
20890000,18,28.328,-14810.3,12.2947,0.4348
20900000,18,30.4705,-14832.5,27.957,0.4191
20910000,12,22.6489,-14820.5,12.5203,0.4244
20920000,15,27.2438,-14831.2,17.7289,0.433383
20930000,16,29.1547,-14804.3,18.4438,0.4173
20940000,14,26.483,-14821.2,15.0892,0.416667
20950000,15,27.4133,-14808,11.7165,0.39935
20960000,16,24.9284,-14825.9,19.5198,0.4011
20970000,15,27.5013,-14799.2,18.3466,0.40795
20980000,23,37.7621,-14799.1,24.3634,0.4294
20990000,16,27.9592,-14817.5,17.7276,0.434833
21000000,18,32.7746,-14810,20.7368,0.42965
21010000,17,28.1563,-14807.3,14.8868,0.416594
21020000,17,29.7266,-14823.5,25.4192,0.43215
21030000,22,35.4276,-14817.7,22.8042,0.430775
21040000,19,25.7155,-14818,21.6438,0.435267
21050000,23,32.3088,-14822.9,18.3798,0.442
21060000,18,30.6935,-14811.6,19.296,0.442233
21070000,12,22.4078,-14841.1,20.2599,0.43766
21080000,13,25.0301,-14834.4,13.3771,0.44695
21090000,18,29.1332,-14821,22.3298,0.42355
21100000,15,26.1886,-14828.8,12.6595,0.4221
21110000,14,24.4446,-14815.3,12.6957,0.4205
21120000,16,27.6912,-14816.1,17.9447,0.41589
21130000,15,20.9273,-14826.4,10.3679,0.42025
21140000,16,28.9411,-14832,14.016,0.41235
21150000,22,25.0069,-14821.8,16.9156,0.4358
21160000,18,30.1656,-14836.7,22.7542,0.424656
21170000,16,26.5696,-14813.3,13.6391,0.425233
21180000,16,26.0232,-14824,10.5203,0.432
21190000,17,29.3808,-14817.3,18.3717,0.427018
21200000,15,22.4212,-14829.4,16.9177,0.3857
21210000,15,27.8592,-14820,16.8054,0.3919
21220000,12,22.6312,-14833.6,11.768,0.431233
21230000,17,30.3769,-14820.9,17.5375,0.4394
21240000,15,27.6525,-14811.4,13.6357,0.432033
21250000,17,32.417,-14819.1,17.0319,0.4571
21260000,17,29.1067,-14826,17.4015,0.423244
21270000,16,22.2607,-14841.8,21.3019,0.4227
21280000,13,23.1938,-14830.2,18.6553,0.4323
21290000,14,26.934,-14822.5,11.9933,0.426433
21300000,17,25.9772,-14822,19.644,0.42034
21310000,17,30.1176,-14833.2,19.4521,0.41945
21320000,17,27.1813,-14818.2,16.4989,0.4362
21330000,13,21.2188,-14816.4,16.0023,0.4375
21340000,19,29.6705,-14807,12.5911,0.433385
21350000,17,27.4039,-14829.3,19.4698,0.438175
21360000,14,25.9367,-14834,17.6931,0.428088
21370000,13,23.4709,-14825.9,9.63375,0.4253
21380000,13,22.3954,-14840,10.8738,0.42395
21390000,14,24.0373,-14833.2,14.1046,0.435
21400000,12,23.287,-14828.9,12.9218,0.422857
21410000,14,18.9864,-14811.8,20.0994,0.429543
21420000,14,25.3542,-14827.2,12.9473,0.4362
21430000,17,31.8675,-14822.2,21.8351,0.4258
21440000,14,23.5753,-14835.2,8.77997,0.40545
21450000,17,26.9626,-14844.7,16.8262,0.435033
21460000,12,22.0339,-14822.4,11.2033,0.42255
21470000,17,30.6007,-14820,12.9254,0.42235
21480000,16,29.0093,-14818.9,15.6275,0.4217
21490000,16,26.3336,-14824.7,15.694,0.4131
21500000,14,21.5185,-14826.7,14.9445,0.4383
21510000,14,19.5184,-14825.5,18.4614,0.424029
21520000,13,17.8233,-14840.1,12.8582,0.4262
21530000,19,27.6195,-14828.1,19.2682,0.4432
21540000,18,30.946,-14820.8,26.6618,0.42155
21550000,13,23.2758,-14832.9,13.7797,0.4513
21560000,17,24.253,-14818,21.6461,0.43355
21570000,14,22.8868,-14823.9,11.0513,0.40955
21580000,17,28.5419,-14814.8,26.4534,0.42905
21590000,15,28.7957,-14816,14.304,0.4446
21600000,19,33.7402,-14819.6,15.7784,0.43205
21610000,13,21.1645,-14819.1,8.68144,0.4246
21620000,16,31.5078,-14807.9,11.6177,0.4404
21630000,15,24.0961,-14840.5,14.7774,0.44905
21640000,16,21.6879,-14824.8,13.2078,0.421583
21650000,19,34.9152,-14820.5,18.2778,0.4422
21660000,14,22.7354,-14822.2,9.30331,0.4208
21670000,16,20.3007,-14814.8,21.053,0.4058
21680000,16,28.4034,-14817.1,12.9211,0.4464
21690000,21,37.8226,-14815.3,18.7142,0.4407
21700000,12,22.2146,-14825.5,5.66466,0.4249
21710000,14,22.1738,-14808.2,21.9839,0.431
21720000,16,27.4633,-14806.5,10.8026,0.4294
21730000,15,17.7286,-14844.4,12.7944,0.44651
21740000,12,22.283,-14830.9,11.9206,0.423291
21750000,14,27.1763,-14820.8,11.7906,0.42254
21760000,11,21.0611,-14835.2,10.0623,0.443467
21770000,15,25.0407,-14830.9,15.8499,0.437933
21780000,12,20.4438,-14834.4,13.6269,0.4293
21790000,18,33.8823,-14821.5,22.9545,0.43685
21800000,20,32.5728,-14806.7,16.4178,0.431463
21810000,15,27.7652,-14839,15.2297,0.4396
21820000,24,40.4591,-14809.6,18.8449,0.4481
21830000,14,24.8262,-14826.3,10.9985,0.42555
21840000,18,31.7496,-14817.3,18.0558,0.42195
21850000,15,20.9823,-14831.7,21.3575,0.426867
21860000,19,23.7687,-14842.4,15.9612,0.44886
21870000,21,32.4304,-14826,25.5596,0.4631
21880000,19,22.6764,-14819.5,23.3424,0.4259
21890000,19,29.3996,-14813.6,23.2723,0.41196
21900000,16,23.233,-14816.6,18.5546,0.43655
21910000,27,42.1583,-14817.3,30.8298,0.43685
21920000,16,26.2248,-14816.6,19.2354,0.434
21930000,14,25.3215,-14837.8,8.93777,0.429467
21940000,15,25.0219,-14818.4,11.0577,0.41805
21950000,18,28.9024,-14814.8,18.8505,0.4304
21960000,15,25.7692,-14829.7,16.5236,0.436783
21970000,13,21.0829,-14838.9,15.5163,0.447075
21980000,18,27.0114,-14821.6,18.94,0.440953
21990000,18,28.6431,-14822.1,14.9979,0.4286
22000000,12,21.8053,-14830.3,15.1386,0.418833
22010000,14,21.9383,-14816.8,21.497,0.40775
22020000,18,28.6127,-14815,18.2272,0.4065
22030000,15,24.3127,-14827.4,22.5543,0.4232
22040000,18,25.2223,-14794,11.6575,0.429144
22050000,17,28.3821,-14833.1,19.3562,0.4285
22060000,15,28.4381,-14813.1,15.3611,0.438
22070000,17,29.9698,-14825.1,27.4959,0.4389
22080000,19,27.1677,-14812.6,13.8661,0.43325
22090000,17,31.947,-14817.3,18.5045,0.420478
22100000,10,19.1169,-14833.6,11.6454,0.424129
22110000,27,43.4906,-14812.7,41.6926,0.445767
22120000,13,24.4178,-14832.6,13.4553,0.44505
22130000,15,22.1149,-14821.2,16.0386,0.435875
22140000,17,31.4479,-14818.1,22.0466,0.4183
22150000,21,29.5825,-14819.4,24.0361,0.4407
22160000,19,28.3099,-14802,22.728,0.4369
22170000,13,23.4279,-14845.2,10.8617,0.4311
22180000,16,27.3637,-14832.4,18.0051,0.423267
22190000,15,24.607,-14828.4,13.5154,0.4089
22200000,18,30.4084,-14827.7,26.3298,0.44075
22210000,13,21.8306,-14836.3,7.87077,0.4251
22220000,19,26.9719,-14827.7,19.348,0.419133
22230000,17,30.6478,-14828.4,18.7131,0.432167
22240000,18,30.6249,-14815.7,14.6804,0.4293
22250000,20,34.5517,-14815.1,18.5106,0.424467
22260000,20,32.7443,-14817.2,17.1537,0.4541
22270000,20,29.3173,-14807,22.5217,0.43985
22280000,18,24.6352,-14813.1,21.9005,0.3952
22290000,16,23.4226,-14820.5,15.135,0.4161
22300000,10,19.3453,-14842.7,9.20064,0.436725
22310000,15,22.5086,-14827.4,16.9471,0.4382
22320000,17,28.7353,-14807.1,22.3063,0.433592
22330000,22,35.6908,-14815.5,24.3033,0.4427
22340000,16,30.3291,-14828.3,14.8198,0.4313
22350000,19,25.9773,-14817.9,22.7254,0.4286
22360000,16,26.4581,-14832.5,12.8283,0.4212
22370000,16,28.6849,-14829.3,18.4856,0.429
22380000,20,30.8704,-14808.2,31.495,0.4419
22390000,19,31.6031,-14807.8,21.8483,0.429925
22400000,23,29.391,-14803.5,23.1044,0.4337
22410000,20,29.1692,-14803.8,12.8071,0.4366
22420000,22,29.6404,-14799.3,27.3087,0.442933
22430000,18,29.0104,-14807.3,21.3443,0.4336
22440000,19,31.072,-14825.5,19.072,0.438067
22450000,15,22.7792,-14822,12.966,0.4218
22460000,20,32.4533,-14803,27.058,0.438233
22470000,22,35.157,-14811.3,27.6203,0.4497
22480000,20,37.179,-14799.1,22.6027,0.4395
22490000,14,23.97,-14828,6.87588,0.409975
22500000,18,31.8171,-14808.5,16.5543,0.4155
22510000,17,25.6165,-14823.1,20.3579,0.4221
22520000,16,28.3061,-14813.1,10.0185,0.43525
22530000,12,23.2619,-14838.7,13.8196,0.427876
22540000,17,29.5825,-14803,17.3778,0.411683
22550000,18,29.7187,-14811.4,28.6329,0.428725
22560000,19,33.2721,-14804.9,23.9147,0.42475
22570000,22,35.0693,-14807,24.4534,0.43655
22580000,18,29.0223,-14802.6,11.3805,0.4377
22590000,19,29.6964,-14798.8,18.7277,0.4286
22600000,18,33.1455,-14795.5,10.4652,0.4127
22610000,16,28.4342,-14812.5,14.0896,0.4203
22620000,16,29.9127,-14820.1,11.1977,0.428975
22630000,19,30.8868,-14801.6,21.4854,0.4333
22640000,17,24.4832,-14827.9,14.4431,0.4361
22650000,24,38.9967,-14796.8,27.0524,0.43834
22660000,16,27.1954,-14822.7,19.3035,0.44655
22670000,17,29.8162,-14812.2,20.5099,0.423475
22680000,26,38.2833,-14814.9,32.1469,0.4272
22690000,15,25.2801,-14827.3,18.819,0.418
22700000,19,32.9304,-14832.4,18.2757,0.423425
22710000,23,32.1106,-14799.9,21.8158,0.440733
22720000,26,31.6428,-14788.5,27.5723,0.439843
22730000,24,37.3357,-14789.4,20.4666,0.4435
22740000,21,36.0253,-14790.5,24.0027,0.4154
22750000,19,32.2878,-14787.1,20.3357,0.434
22760000,22,34.8088,-14786.6,20.1225,0.4256
22770000,18,32.0038,-14825,22.8513,0.4268
22780000,22,34.207,-14784.3,17.1202,0.43025
22790000,28,41.3746,-14805,32.1449,0.4588
22800000,13,20.6104,-14819.7,22.1192,0.4172
22810000,18,28.2394,-14812.1,24.7042,0.4209
22820000,15,25.085,-14828,14.7731,0.421554
22830000,16,20.1442,-14838.6,17.7721,0.4387
22840000,24,37.1667,-14787.6,26.6626,0.43868
22850000,16,27.101,-14807.9,13.3664,0.43315
22860000,15,27.5254,-14821.6,13.254,0.4091
22870000,19,25.7846,-14838.9,27.8276,0.423471
22880000,22,37.6663,-14804.5,33.4627,0.4142
22890000,14,24.9077,-14821.4,13.9891,0.42485
22900000,14,23.3648,-14812.4,10.4394,0.4076
22910000,17,31.2805,-14807.9,15.028,0.431557
22920000,16,28.7537,-14830.2,14.1037,0.416567
22930000,20,30.5019,-14791.4,24.7855,0.4299
22940000,25,39.8305,-14790.4,30.132,0.4334
22950000,15,26.0512,-14820.1,21.5191,0.429308
22960000,19,32.7748,-14793.9,10.1057,0.43238
22970000,15,27.3604,-14828,21.1129,0.4363
22980000,20,37.3311,-14797.3,20.8117,0.429375
22990000,22,31.2648,-14803.8,20.2615,0.440133
23000000,22,30.007,-14809,22.4192,0.4382
23010000,26,31.9463,-14815.6,26.1102,0.4279
23020000,24,37.693,-14807.5,29.5108,0.439867
23030000,19,28.1192,-14811.6,24.1664,0.4436
23040000,17,27.8081,-14812.5,19.9723,0.4323
23050000,21,30.7407,-14822.1,15.961,0.4384
23060000,20,34.4136,-14820.7,22.3852,0.43432
23070000,16,22.6713,-14814.7,11.9054,0.42975
23080000,14,22.7386,-14827.7,16.4609,0.43435
23090000,13,23.7193,-14836.6,19.158,0.432567
23100000,16,27.5064,-14814.9,15.9226,0.420675
23110000,15,22.9538,-14829.5,18.0651,0.4055
23120000,20,28.0951,-14802.6,20.2857,0.4317
23130000,14,22.4767,-14825.5,12.8373,0.41275
23140000,15,27.2884,-14821.7,20.6195,0.415886
23150000,12,22.2083,-14829.1,5.44649,0.4235
23160000,14,25.692,-14829.2,10.8946,0.42265
23170000,11,20.0572,-14825.6,8.56957,0.415675
23180000,16,27.6351,-14833.1,15.097,0.435225
23190000,14,22.2726,-14832.8,13.4675,0.456
23200000,16,29.7151,-14826,19.1414,0.4216
23210000,12,22.1741,-14828.5,15.4396,0.4268
23220000,13,23.1896,-14826.9,11.168,0.414767
23230000,11,19.3218,-14834.1,13.4337,0.418225
23240000,13,22.5862,-14824.5,13.9429,0.4143
23250000,14,21.2451,-14826.7,18.4115,0.43015
23260000,15,23.0089,-14834.2,17.2381,0.41355
23270000,14,25.4337,-14829.6,17.6875,0.420067
23280000,13,22.9595,-14831.9,14.4564,0.4248
23290000,14,26.5749,-14825,8.349,0.40735
23300000,13,21.066,-14843.6,11.9292,0.4342
23310000,12,21.8187,-14850.5,18.7716,0.4181
