Tip_label f
Cladonia_zopfii 0.04
Gymnoderma_coccocarpum 0.04
Heterodea_beaugleholei 0.04
Heterodea_muelleri 0.04
Metus_conglomeratus 0.04
Pilophorus_acicularis 0.04
Pilophorus_cereolus 0.04
Pilophorus_robustus 0.04
Pilophorus_strumaticus 0.04
Pycnothelia_papillaria 0.04
Ramalea_cochleata 0.04
Ramalinora_glaucolivida 0.04
Thysanothecium_scutellatum 0.04
Gypsoplaca_macrophylla 0.1
Haematomma_accolens 0.02
Haematomma_erythromma 0.02
Haematomma_flexuosum 0.02
Haematomma_ochroleucum 0.02
Haematomma_stevensiae 0.02
Haematomma_sulphureum 0.02
Adelolecia_pilati 0.02
Arctopeltis_thuleana 0.02
Bryonora_castanea 0.02
Carbonea_supersparsa 0.02
Carbonea_vitellinaria 0.02
Carbonea_vorticosa 0.02
Frutidella_caesioatra 0.02
Japewia_subaurifera 0.02
Japewia_tornoensis 0.02
Lecanora_achariana 0.02
Lecanora_achroa 0.02
Lecanora_aitema 0.02
Lecanora_albescens 0.02
Lecanora_allophana 0.02
Lecanora_andrewii 0.02
Lecanora_anopta 0.02
Lecanora_argentata 0.02
Lecanora_argopholis 0.02
Lecanora_austrotropica 0.02
Lecanora_bicincta 0.02
Lecanora_bipruinosa 0.02
Lecanora_burgaziae 0.02
Lecanora_caesiorubella 0.02
Lecanora_californica 0.02
Lecanora_campestris 0.02
Lecanora_carpinea 0.02
Lecanora_cateilea 0.02
Lecanora_cenisia 0.02
Lecanora_chlarotera 0.02
Lecanora_chlorophaeodes 0.02
Lecanora_concolor 0.02
Lecanora_confusa 0.02
Lecanora_conizaeoides 0.02
Lecanora_contractula 0.02
Lecanora_crenulata 0.02
Lecanora_densa 0.02
Lecanora_dispersa 0.02
Lecanora_dispersoareolata 0.02
Lecanora_epibryon 0.02
Lecanora_expallens 0.02
Lecanora_farinacea 0.02
Lecanora_filamentosa 0.02
Lecanora_flavoleprosa 0.02
Lecanora_flavopallida 0.02
Lecanora_flotowiana 0.02
Lecanora_fuscescens 0.02
Lecanora_fuscobrunnea 0.02
Lecanora_gangaleoides 0.02
Lecanora_garovaglii 0.02
Lecanora_glabrata 0.02
Lecanora_hagenii 0.02
Lecanora_helva 0.02
Lecanora_horiza 0.02
Lecanora_hybocarpa 0.02
Lecanora_hyperboreorum 0.02
Lecanora_imshaugii 0.02
Lecanora_intricata 0.02
Lecanora_intumescens 0.02
Lecanora_laxa 0.02
Lecanora_leproplaca 0.02
Lecanora_leprosa 0.02
Lecanora_leptyrodes 0.02
Lecanora_lividocinerea 0.02
Lecanora_lojkaeana 0.02
Lecanora_macrocyclos 0.02
Lecanora_muralis 0.02
Lecanora_nashii 0.02
Lecanora_nothocaesiella 0.02
Lecanora_novomexicana 0.02
Lecanora_opiniconensis 0.02
Lecanora_orosthea 0.02
Lecanora_pacifica 0.02
Lecanora_paramerae 0.02
Lecanora_perpruinosa 0.02
Lecanora_phaedrophthalma 0.02
Lecanora_phaeocardia 0.02
Lecanora_phryganitis 0.02
Lecanora_plumosa 0.02
Lecanora_polytropa 0.02
Lecanora_populicola 0.02
Lecanora_pringlei 0.02
Lecanora_pruinosa 0.02
Lecanora_pulicaris 0.02
Lecanora_queenslandica 0.02
Lecanora_reuteri 0.02
Lecanora_rugosella 0.02
Lecanora_rupicola 0.02
Lecanora_saligna 0.02
Lecanora_schizochromatica 0.02
Lecanora_semipallida 0.02
Lecanora_sorediomarginata 0.02
Lecanora_straminea 0.02
Lecanora_subcarnea 0.02
Lecanora_subcarpinea 0.02
Lecanora_subimmergens 0.02
Lecanora_subimmersa 0.02
Lecanora_subintricata 0.02
Lecanora_subrugosa 0.02
Lecanora_sulphurea 0.02
Lecanora_swartzii 0.02
Lecanora_symmicta 0.02
Lecanora_thysanophora 0.02
Lecanora_toroyensis 0.02
Lecanora_tropica 0.02
Lecanora_ulrikii 0.02
Lecanora_vainioi 0.02
