Rate	62.50
Rev Jump	12.50
Prior Change	12.50
Tree Move	12.50
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Prior Change Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
3146	0.350286	534	0.061798	657	0.039574	663	0.030166	0.633320	3146	0.350286	0.236200	0.207809	
2970	0.343434	515	0.042718	767	0.029987	748	0.025401	0.633320	2970	0.343434	0.216800	0.207810	
2925	0.347692	501	0.033932	792	0.007576	782	0.016624	0.633320	2925	0.347692	0.210600	0.207810	
3096	0.345284	491	0.030550	744	0.010753	669	0.020927	0.633320	3096	0.345284	0.221200	0.207812	
3130	0.335144	482	0.060166	695	0.034532	693	0.027417	0.633320	3130	0.335144	0.224200	0.207813	
3138	0.326641	490	0.044898	687	0.016012	685	0.016058	0.633320	3138	0.326641	0.213800	0.207814	
3006	0.327013	580	0.031034	735	0.014966	679	0.032401	0.633320	3006	0.327013	0.206800	0.207813	
3093	0.341739	516	0.036822	715	0.048951	676	0.034024	0.633320	3093	0.341739	0.226800	0.207815	
3180	0.330189	535	0.022430	647	0.009274	638	0.021944	0.633320	3180	0.330189	0.216400	0.207816	
2561	0.359235	466	0.049356	1059	0.013220	914	0.021882	0.633320	2561	0.359235	0.195400	0.207815	
2936	0.322888	557	0.044883	793	0.015132	714	0.023810	0.633320	2936	0.322888	0.200400	0.207814	
3232	0.342203	523	0.026769	627	0.017544	618	0.022654	0.633320	3232	0.342203	0.229000	0.207816	
3186	0.341494	546	0.025641	640	0.014063	628	0.038217	0.633320	3186	0.341494	0.227000	0.207818	
3170	0.326814	567	0.038801	646	0.018576	617	0.022690	0.633320	3170	0.326814	0.216800	0.207819	
3158	0.357821	467	0.053533	659	0.006070	716	0.023743	0.633320	3158	0.357821	0.235200	0.207821	
3199	0.323539	458	0.037118	690	0.004348	653	0.029096	0.633320	3199	0.323539	0.214800	0.207822	
3141	0.330786	531	0.047081	655	0.015267	673	0.026746	0.633320	3141	0.330786	0.218400	0.207823	
3135	0.345774	506	0.037549	709	0.014104	650	0.029231	0.633320	3135	0.345774	0.226400	0.207824	
3196	0.331352	471	0.040340	690	0.017391	643	0.026439	0.633320	3196	0.331352	0.221400	0.207826	
2850	0.324561	521	0.053743	923	0.008667	706	0.028329	0.633320	2850	0.324561	0.196200	0.207825	
3204	0.363608	470	0.053191	672	0.011905	654	0.019878	0.633320	3204	0.363608	0.242200	0.207828	
3127	0.346338	534	0.043071	647	0.023184	692	0.023121	0.633320	3127	0.346338	0.227400	0.207829	
3127	0.330988	549	0.034608	630	0.026984	694	0.036023	0.633320	3127	0.330988	0.219200	0.207831	
2792	0.355301	493	0.040568	944	0.016949	771	0.023346	0.633320	2792	0.355301	0.209200	0.207831	
3195	0.334898	536	0.039179	636	0.042453	633	0.033175	0.633320	3195	0.334898	0.227800	0.207832	
3011	0.335769	558	0.028674	744	0.017473	687	0.023290	0.633320	3011	0.335769	0.211200	0.207833	
3171	0.339325	486	0.032922	662	0.019637	681	0.039648	0.633320	3171	0.339325	0.226400	0.207834	
3261	0.333640	498	0.038153	619	0.012924	622	0.024116	0.633320	3261	0.333640	0.226000	0.207836	
2830	0.346996	474	0.042194	847	0.028335	849	0.020024	0.633320	2830	0.346996	0.208600	0.207836	
2891	0.342788	441	0.036281	841	0.027348	827	0.012092	0.633320	2891	0.342788	0.208000	0.207836	
3127	0.341541	513	0.029240	694	0.010086	666	0.018018	0.633320	3127	0.341541	0.220400	0.207837	
2866	0.348221	570	0.042105	786	0.016539	778	0.025707	0.633320	2866	0.348221	0.211000	0.207838	
3220	0.330435	522	0.021073	645	0.031008	613	0.030995	0.633320	3220	0.330435	0.222800	0.207839	
3099	0.335915	560	0.017857	704	0.048295	637	0.029827	0.633320	3099	0.335915	0.220800	0.207840	
3041	0.330483	543	0.038674	707	0.021216	709	0.023977	0.633320	3041	0.330483	0.211600	0.207840	
3162	0.368121	542	0.029520	655	0.010687	641	0.015601	0.633320	3162	0.368121	0.239400	0.207843	
3003	0.344655	486	0.043210	812	0.022167	699	0.028612	0.633320	3003	0.344655	0.218800	0.207844	
3037	0.354297	511	0.050881	787	0.027954	665	0.031579	0.633320	3037	0.354297	0.229000	0.207846	
3053	0.346217	545	0.055046	722	0.022161	680	0.025000	0.633320	3053	0.346217	0.224000	0.207848	
3231	0.339523	509	0.045187	649	0.026194	611	0.027823	0.633320	3231	0.339523	0.230800	0.207850	
3104	0.338273	489	0.038855	719	0.033380	688	0.018895	0.633320	3104	0.338273	0.221200	0.207851	
3152	0.348985	546	0.042125	677	0.028065	625	0.051200	0.633320	3152	0.348985	0.234800	0.207853	
3218	0.349596	558	0.041219	644	0.040373	580	0.031034	0.633320	3218	0.349596	0.238400	0.207856	
3200	0.338750	533	0.048780	652	0.023006	615	0.016260	0.633320	3200	0.338750	0.227000	0.207858	
3116	0.338254	530	0.041509	715	0.018182	639	0.018779	0.633320	3116	0.338254	0.220200	0.207859	
3005	0.331448	562	0.048043	768	0.011719	665	0.025564	0.633320	3005	0.331448	0.209800	0.207859	
3171	0.354147	522	0.045977	640	0.021875	667	0.037481	0.633320	3171	0.354147	0.237200	0.207862	
3104	0.331186	499	0.050100	739	0.024357	658	0.031915	0.633320	3104	0.331186	0.218400	0.207863	
3163	0.339867	481	0.033264	701	0.009986	655	0.039695	0.633320	3163	0.339867	0.224800	0.207864	
3237	0.351869	481	0.037422	615	0.011382	667	0.029985	0.633320	3237	0.351869	0.236800	0.207867	
3096	0.348837	527	0.028463	715	0.005594	662	0.019637	0.633320	3096	0.348837	0.222400	0.207868	
2942	0.354521	482	0.041494	858	0.009324	718	0.032033	0.633320	2942	0.354521	0.218800	0.207869	
3078	0.331384	468	0.057692	754	0.015915	700	0.038571	0.633320	3078	0.331384	0.217200	0.207870	
3196	0.321026	501	0.029940	655	0.016794	648	0.020062	0.633320	3196	0.321026	0.213000	0.207871	
3214	0.339141	493	0.048682	645	0.031008	648	0.046296	0.633320	3214	0.339141	0.232800	0.207873	
3064	0.346279	505	0.041584	742	0.005391	689	0.030479	0.633320	3064	0.346279	0.221400	0.207874	
2610	0.346360	462	0.030303	1049	0.018112	879	0.036405	0.633320	2610	0.346360	0.193800	0.207873	
3146	0.343611	484	0.033058	669	0.028401	701	0.015692	0.633320	3146	0.343611	0.225400	0.207874	
3107	0.334084	505	0.035644	691	0.017366	697	0.025825	0.633320	3107	0.334084	0.217200	0.207875	
3220	0.338820	502	0.045817	624	0.011218	654	0.030581	0.633320	3220	0.338820	0.228200	0.207877	
3061	0.334531	545	0.049541	714	0.021008	680	0.016176	0.633320	3061	0.334531	0.215400	0.207878	
3216	0.347948	469	0.036247	705	0.025532	610	0.031148	0.633320	3216	0.347948	0.234600	0.207880	
2958	0.339419	442	0.056561	851	0.008226	749	0.018692	0.633320	2958	0.339419	0.210000	0.207880	
3017	0.342393	461	0.041215	760	0.021053	762	0.036745	0.633320	3017	0.342393	0.219200	0.207881	
3062	0.344873	457	0.050328	777	0.014157	704	0.026989	0.633320	3062	0.344873	0.221800	0.207883	
2784	0.344468	428	0.049065	930	0.048387	858	0.040793	0.633320	2784	0.344468	0.212000	0.207883	
2678	0.336072	442	0.029412	979	0.009193	901	0.025527	0.633320	2678	0.336072	0.189000	0.207881	
3213	0.342982	493	0.040568	652	0.019939	642	0.043614	0.633320	3213	0.342982	0.232600	0.207884	
2910	0.343299	489	0.038855	815	0.009816	786	0.029262	0.633320	2910	0.343299	0.209800	0.207884	
3006	0.340652	535	0.026168	730	0.004110	729	0.024691	0.633320	3006	0.340652	0.211800	0.207884	
3240	0.355556	489	0.024540	660	0.025758	611	0.042553	0.633320	3240	0.355556	0.241400	0.207887	
3255	0.347158	481	0.039501	653	0.030628	611	0.031097	0.633320	3255	0.347158	0.237600	0.207890	
3276	0.337302	485	0.053608	629	0.025437	610	0.024590	0.633320	3276	0.337302	0.232400	0.207892	
3250	0.333846	513	0.023392	597	0.020101	640	0.014063	0.633320	3250	0.333846	0.223600	0.207893	
3179	0.320541	535	0.033645	619	0.016155	667	0.013493	0.633320	3179	0.320541	0.211200	0.207894	
3203	0.351233	506	0.031621	644	0.023292	647	0.034003	0.633320	3203	0.351233	0.235600	0.207896	
3172	0.340794	534	0.020599	656	0.021341	638	0.020376	0.633320	3172	0.340794	0.223800	0.207898	
3159	0.349794	549	0.020036	652	0.016871	640	0.035937	0.633320	3159	0.349794	0.230000	0.207900	
3020	0.337748	544	0.036765	725	0.027586	711	0.009845	0.633320	3020	0.337748	0.213400	0.207900	
3047	0.353791	547	0.049360	720	0.013889	686	0.023324	0.633320	3047	0.353791	0.226200	0.207902	
3181	0.352405	511	0.046967	674	0.016320	634	0.034700	0.633320	3181	0.352405	0.235600	0.207904	
2841	0.345301	525	0.024762	903	0.019934	731	0.013680	0.633320	2841	0.345301	0.204400	0.207904	
3180	0.348428	549	0.040073	620	0.017742	651	0.029186	0.633320	3180	0.348428	0.232000	0.207906	
3209	0.326581	535	0.039252	630	0.012698	626	0.011182	0.633320	3209	0.326581	0.216800	0.207907	
3186	0.354363	548	0.034672	607	0.024712	659	0.024279	0.633320	3186	0.354363	0.235800	0.207909	
2846	0.355235	484	0.035124	836	0.015550	834	0.019185	0.633320	2846	0.355235	0.211400	0.207910	
3177	0.340258	463	0.045356	680	0.027941	680	0.017647	0.633320	3177	0.340258	0.226600	0.207911	
2872	0.345752	515	0.040777	844	0.010664	769	0.020806	0.633320	2872	0.345752	0.207800	0.207911	
3089	0.333118	425	0.035294	769	0.035111	717	0.018131	0.633320	3089	0.333118	0.216800	0.207912	
2964	0.343117	504	0.033730	810	0.029630	722	0.030471	0.633320	2964	0.343117	0.216000	0.207913	
2908	0.345254	428	0.044393	847	0.029516	817	0.018360	0.633320	2908	0.345254	0.212600	0.207913	
2852	0.347475	435	0.029885	862	0.031323	851	0.034078	0.633320	2852	0.347475	0.212000	0.207914	
2843	0.359479	477	0.037736	882	0.017007	798	0.033835	0.633320	2843	0.359479	0.216400	0.207915	
3155	0.342631	506	0.039526	684	0.027778	655	0.029008	0.633320	3155	0.342631	0.227800	0.207916	
3062	0.338014	509	0.043222	704	0.044034	725	0.011034	0.633320	3062	0.338014	0.219200	0.207917	
2855	0.339054	503	0.031809	866	0.038106	776	0.037371	0.633320	2855	0.339054	0.209200	0.207917	
2955	0.348223	542	0.033210	809	0.021014	694	0.038905	0.633320	2955	0.348223	0.218200	0.207918	
2849	0.348192	542	0.047970	837	0.023895	772	0.016839	0.633320	2849	0.348192	0.210200	0.207919	
3158	0.337555	554	0.032491	619	0.030695	669	0.016442	0.633320	3158	0.337555	0.222800	0.207920	
2679	0.340426	424	0.049528	1008	0.021825	889	0.021372	0.633320	2679	0.340426	0.194800	0.207919	
2941	0.359062	487	0.051335	774	0.043928	798	0.017544	0.633320	2941	0.359062	0.225800	0.207920	
3119	0.353318	561	0.028520	666	0.018018	654	0.010703	0.633320	3119	0.353318	0.227400	0.207922	
2768	0.346821	511	0.031311	869	0.017261	852	0.017606	0.633320	2768	0.346821	0.201200	0.207922	
3043	0.338153	496	0.034274	739	0.041949	722	0.015235	0.633320	3043	0.338153	0.217600	0.207922	
3031	0.341142	505	0.051485	741	0.009447	723	0.023513	0.633320	3031	0.341142	0.216800	0.207923	
2868	0.328103	522	0.044061	829	0.024125	781	0.017926	0.633320	2868	0.328103	0.199600	0.207922	
3005	0.337105	539	0.048237	774	0.011628	682	0.029326	0.633320	3005	0.337105	0.213600	0.207923	
2433	0.351418	395	0.020253	1267	0.026046	905	0.019890	0.633320	2433	0.351418	0.182800	0.207921	
3050	0.334754	549	0.040073	736	0.025815	665	0.027068	0.633320	3050	0.334754	0.216000	0.207921	
3186	0.335530	525	0.036190	660	0.009091	629	0.019078	0.633320	3186	0.335530	0.221200	0.207923	
2930	0.349829	504	0.041667	805	0.011180	761	0.031537	0.633320	2930	0.349829	0.215800	0.207923	
3105	0.338808	537	0.029795	677	0.042836	681	0.020558	0.633320	3105	0.338808	0.222200	0.207925	
3088	0.349093	505	0.041584	701	0.022825	706	0.029745	0.633320	3088	0.349093	0.227200	0.207926	
3210	0.338318	519	0.030829	633	0.009479	638	0.031348	0.633320	3210	0.338318	0.225600	0.207928	
3274	0.330483	470	0.031915	642	0.009346	614	0.022801	0.633320	3274	0.330483	0.223400	0.207929	
3194	0.346274	520	0.040385	639	0.026604	647	0.023184	0.633320	3194	0.346274	0.231800	0.207931	
3124	0.332907	486	0.022634	714	0.030812	676	0.028107	0.633320	3124	0.332907	0.218400	0.207932	
3048	0.354003	442	0.049774	776	0.018041	734	0.032698	0.633320	3048	0.354003	0.227800	0.207934	
3250	0.345846	469	0.031983	632	0.012658	649	0.020031	0.633320	3250	0.345846	0.232000	0.207936	
3136	0.341518	572	0.043706	651	0.030722	641	0.021841	0.633320	3136	0.341518	0.226000	0.207938	
3100	0.340645	545	0.051376	679	0.008837	676	0.014793	0.633320	3100	0.340645	0.220000	0.207939	
3145	0.343084	486	0.022634	669	0.011958	700	0.015714	0.633320	3145	0.343084	0.221800	0.207940	
3300	0.341212	449	0.031180	632	0.026899	619	0.029079	0.633320	3300	0.341212	0.235000	0.207943	
3016	0.344496	475	0.033684	781	0.024328	728	0.012363	0.633320	3016	0.344496	0.216600	0.207944	
3183	0.345900	514	0.027237	629	0.025437	674	0.014837	0.633320	3183	0.345900	0.228200	0.207945	
2593	0.348245	448	0.035714	1048	0.017176	911	0.020856	0.633320	2593	0.348245	0.191200	0.207944	
3167	0.352068	542	0.033210	653	0.007657	638	0.020376	0.633320	3167	0.352068	0.230200	0.207946	
3017	0.333112	514	0.036965	713	0.012623	756	0.029101	0.633320	3017	0.333112	0.211000	0.207946	
3039	0.332346	542	0.066421	698	0.011461	721	0.038835	0.633320	3039	0.332346	0.216400	0.207947	
3083	0.333441	498	0.040161	716	0.008380	703	0.029872	0.633320	3083	0.333441	0.215000	0.207948	
3138	0.338113	516	0.034884	666	0.010511	680	0.027941	0.633320	3138	0.338113	0.221000	0.207949	
2973	0.356542	494	0.038462	768	0.014323	765	0.026144	0.633320	2973	0.356542	0.222000	0.207950	
2885	0.353553	487	0.036961	881	0.028377	747	0.029451	0.633320	2885	0.353553	0.217000	0.207951	
3133	0.347909	525	0.036190	657	0.033486	685	0.024818	0.633320	3133	0.347909	0.229600	0.207953	
3076	0.339077	528	0.039773	658	0.045593	738	0.023035	0.633320	3076	0.339077	0.222200	0.207954	
2997	0.348015	478	0.056485	775	0.019355	750	0.021333	0.633320	2997	0.348015	0.220200	0.207955	
2973	0.331315	492	0.046748	791	0.022756	744	0.026882	0.633320	2973	0.331315	0.209200	0.207955	
3165	0.339021	501	0.051896	665	0.013534	669	0.040359	0.633320	3165	0.339021	0.227000	0.207957	
3116	0.344673	431	0.027842	751	0.018642	702	0.005698	0.633320	3116	0.344673	0.220800	0.207958	
2844	0.328762	451	0.028825	897	0.031215	808	0.025990	0.633320	2844	0.328762	0.199400	0.207957	
3137	0.339496	524	0.034351	674	0.019288	665	0.028571	0.633320	3137	0.339496	0.223000	0.207959	
3209	0.328451	471	0.042463	681	0.011747	639	0.010955	0.633320	3209	0.328451	0.217800	0.207960	
3197	0.358774	537	0.027933	645	0.026357	621	0.027375	0.633320	3197	0.358774	0.239200	0.207962	
3144	0.320929	517	0.023211	645	0.017054	694	0.017291	0.633320	3144	0.320929	0.208800	0.207962	
3082	0.328034	458	0.032751	741	0.008097	719	0.041725	0.633320	3082	0.328034	0.212400	0.207963	
3132	0.338761	504	0.053571	651	0.015361	713	0.037868	0.633320	3132	0.338761	0.225000	0.207964	
3108	0.345238	521	0.040307	725	0.019310	646	0.020124	0.633320	3108	0.345238	0.224200	0.207966	
3113	0.338259	504	0.061508	699	0.025751	684	0.014620	0.633320	3113	0.338259	0.222400	0.207967	
2823	0.346794	548	0.027372	876	0.022831	753	0.019920	0.633320	2823	0.346794	0.205800	0.207967	
2655	0.332580	483	0.041408	993	0.035247	869	0.023015	0.633320	2655	0.332580	0.191600	0.207965	
3090	0.355340	510	0.041176	656	0.021341	744	0.028226	0.633320	3090	0.355340	0.230800	0.207967	
3006	0.347638	517	0.052224	708	0.025424	769	0.016905	0.633320	3006	0.347638	0.220600	0.207969	
2805	0.334046	526	0.049430	849	0.022379	820	0.021951	0.633320	2805	0.334046	0.200000	0.207968	
2817	0.328718	450	0.062222	873	0.028637	860	0.041860	0.633320	2817	0.328718	0.203000	0.207967	
3032	0.329485	500	0.052000	778	0.024422	690	0.018841	0.633320	3032	0.329485	0.211400	0.207968	
3115	0.339326	442	0.047511	767	0.024772	676	0.036982	0.633320	3115	0.339326	0.224400	0.207969	
2830	0.354770	515	0.029126	868	0.010369	787	0.013977	0.633320	2830	0.354770	0.207800	0.207969	
2243	0.325011	374	0.032086	1229	0.027665	1154	0.013865	0.633320	2243	0.325011	0.158200	0.207965	
3004	0.340879	471	0.036093	752	0.019947	773	0.024580	0.633320	3004	0.340879	0.215000	0.207965	
2862	0.345563	476	0.035714	868	0.025346	794	0.037783	0.633320	2862	0.345563	0.211600	0.207966	
2546	0.333464	417	0.028777	1063	0.015052	974	0.019507	0.633320	2546	0.333464	0.179200	0.207963	
1608	0.326493	271	0.055351	1718	0.018044	1403	0.019957	0.633320	1608	0.326493	0.119800	0.207955	
2995	0.329549	514	0.021401	733	0.013643	758	0.030343	0.633320	2995	0.329549	0.206200	0.207955	
2596	0.326271	432	0.039352	985	0.018274	987	0.015198	0.633320	2596	0.326271	0.179400	0.207953	
3091	0.350696	469	0.038380	719	0.029207	721	0.029126	0.633320	3091	0.350696	0.228800	0.207954	
3214	0.341319	516	0.025194	694	0.015850	576	0.034722	0.633320	3214	0.341319	0.228200	0.207956	
3260	0.338344	466	0.038627	628	0.023885	646	0.027864	0.633320	3260	0.338344	0.230800	0.207958	
3219	0.342342	485	0.026804	676	0.014793	620	0.022581	0.633320	3219	0.342342	0.227800	0.207960	
3100	0.335161	545	0.044037	713	0.016830	642	0.021807	0.633320	3100	0.335161	0.217800	0.207961	
3140	0.339172	497	0.032193	701	0.017118	662	0.016616	0.633320	3140	0.339172	0.220800	0.207962	
3000	0.350667	516	0.036822	769	0.006502	715	0.009790	0.633320	3000	0.350667	0.216600	0.207963	
2813	0.344117	493	0.054767	880	0.018182	814	0.012285	0.633320	2813	0.344117	0.204200	0.207963	
2949	0.343167	431	0.027842	832	0.027644	788	0.030457	0.633320	2949	0.343167	0.214200	0.207963	
3262	0.331698	484	0.028926	639	0.021909	615	0.021138	0.633320	3262	0.331698	0.224600	0.207965	
3229	0.344379	521	0.028791	644	0.020186	606	0.034653	0.633320	3229	0.344379	0.232200	0.207967	
3162	0.334282	476	0.054622	684	0.010234	678	0.025074	0.633320	3162	0.334282	0.221400	0.207968	
3273	0.346777	505	0.039604	652	0.016871	570	0.021053	0.633320	3273	0.346777	0.235600	0.207970	
3203	0.353419	517	0.038685	640	0.001563	640	0.040625	0.633320	3203	0.353419	0.235800	0.207973	
3136	0.350765	475	0.037895	702	0.011396	687	0.029112	0.633320	3136	0.350765	0.229200	0.207975	
1624	0.341133	314	0.044586	1751	0.025700	1311	0.020595	0.633320	1624	0.341133	0.128000	0.207968	
3086	0.346403	485	0.043299	712	0.012640	717	0.019526	0.633320	3086	0.346403	0.222600	0.207969	
3050	0.333770	540	0.022222	690	0.015942	720	0.020833	0.633320	3050	0.333770	0.211200	0.207969	
3003	0.325674	508	0.059055	763	0.003932	726	0.037190	0.633320	3003	0.325674	0.207600	0.207969	
3229	0.341902	446	0.056054	645	0.021705	680	0.020588	0.633320	3229	0.341902	0.231400	0.207971	
2717	0.326831	489	0.036810	984	0.034553	810	0.024691	0.633320	2717	0.326831	0.192000	0.207970	
3127	0.360090	470	0.053191	703	0.018492	700	0.024286	0.633320	3127	0.360090	0.236200	0.207972	
3141	0.335562	505	0.055446	669	0.004484	685	0.026277	0.633320	3141	0.335562	0.220600	0.207974	
2632	0.339666	459	0.037037	981	0.017329	928	0.022629	0.633320	2632	0.339666	0.189800	0.207972	
3186	0.334903	540	0.031481	698	0.010029	576	0.020833	0.633320	3186	0.334903	0.220600	0.207973	
2996	0.354473	515	0.048544	774	0.024548	715	0.019580	0.633320	2996	0.354473	0.224000	0.207974	
3058	0.327338	499	0.034068	774	0.011628	669	0.029895	0.633320	3058	0.327338	0.209400	0.207975	
3047	0.329176	571	0.040280	702	0.019943	680	0.036765	0.633320	3047	0.329176	0.213000	0.207975	
3155	0.339461	512	0.037109	674	0.010386	659	0.031866	0.633320	3155	0.339461	0.223600	0.207976	
3214	0.351587	533	0.048780	570	0.014035	683	0.019034	0.633320	3214	0.351587	0.235400	0.207979	
3199	0.347609	522	0.036398	664	0.025602	615	0.011382	0.633320	3199	0.347609	0.231000	0.207981	
2350	0.316170	452	0.068584	1217	0.040263	981	0.020387	0.633320	2350	0.316170	0.168600	0.207977	
3035	0.343657	523	0.028681	742	0.029650	700	0.021429	0.633320	3035	0.343657	0.219000	0.207978	
3135	0.340670	542	0.029520	652	0.019939	671	0.022355	0.633320	3135	0.340670	0.222400	0.207980	
3090	0.337864	577	0.045061	682	0.057185	651	0.018433	0.633320	3090	0.337864	0.224200	0.207981	
3185	0.347567	523	0.034417	649	0.009245	643	0.020218	0.633320	3185	0.347567	0.228800	0.207983	
3030	0.356106	563	0.033748	700	0.015714	707	0.035361	0.633320	3030	0.356106	0.226800	0.207985	
3139	0.340554	543	0.034991	663	0.015083	655	0.039695	0.633320	3139	0.340554	0.224800	0.207986	
3194	0.341891	553	0.036166	613	0.022838	640	0.032813	0.633320	3194	0.341891	0.229400	0.207988	
3061	0.354786	502	0.023904	754	0.018568	683	0.024890	0.633320	3061	0.354786	0.225800	0.207990	
3153	0.357437	515	0.038835	673	0.019316	659	0.019727	0.633320	3153	0.357437	0.234600	0.207992	
3226	0.331990	541	0.040665	614	0.024430	619	0.025848	0.633320	3226	0.331990	0.224800	0.207994	
2842	0.350106	490	0.022449	908	0.028634	760	0.026316	0.633320	2842	0.350106	0.210400	0.207994	
2844	0.322785	451	0.022173	935	0.035294	770	0.033766	0.633320	2844	0.322785	0.197400	0.207993	
2993	0.339459	505	0.031683	792	0.041667	710	0.029577	0.633320	2993	0.339459	0.217200	0.207994	
3130	0.343131	510	0.045098	672	0.026786	688	0.033430	0.633320	3130	0.343131	0.227600	0.207995	
3167	0.338491	492	0.056911	708	0.022599	633	0.014218	0.633320	3167	0.338491	0.225000	0.207997	
2761	0.334299	452	0.044248	909	0.011001	878	0.039863	0.633320	2761	0.334299	0.197600	0.207996	
3059	0.328866	537	0.040968	745	0.032215	659	0.030349	0.633320	3059	0.328866	0.214400	0.207997	
3181	0.337630	515	0.048544	685	0.008759	619	0.032310	0.633320	3181	0.337630	0.225000	0.207998	
3009	0.329678	481	0.058212	760	0.014474	750	0.034667	0.633320	3009	0.329678	0.211400	0.207998	
2914	0.348662	527	0.039848	780	0.029487	779	0.028241	0.633320	2914	0.348662	0.216400	0.207999	
2949	0.345541	486	0.059671	836	0.028708	729	0.013717	0.633320	2949	0.345541	0.216400	0.208000	
3080	0.338636	520	0.065385	694	0.027378	706	0.018414	0.633320	3080	0.338636	0.221800	0.208001	
3093	0.348206	584	0.037671	666	0.016517	657	0.027397	0.633320	3093	0.348206	0.225600	0.208003	
3093	0.344973	494	0.040486	713	0.021038	700	0.022857	0.633320	3093	0.344973	0.223600	0.208004	
3031	0.338502	508	0.053150	733	0.027285	728	0.027473	0.633320	3031	0.338502	0.218600	0.208005	
2765	0.320072	458	0.048035	996	0.006024	781	0.021767	0.633320	2765	0.320072	0.186000	0.208003	
3063	0.346066	495	0.050505	731	0.038304	711	0.023910	0.633320	3063	0.346066	0.226000	0.208005	
3209	0.324712	490	0.032653	637	0.018838	664	0.034639	0.633320	3209	0.324712	0.218600	0.208006	
3075	0.356748	510	0.050980	735	0.009524	680	0.022059	0.633320	3075	0.356748	0.229000	0.208007	
3127	0.344739	540	0.051852	693	0.008658	640	0.034375	0.633320	3127	0.344739	0.226800	0.208009	
3032	0.341689	474	0.037975	736	0.010870	758	0.047493	0.633320	3032	0.341689	0.219600	0.208010	
3115	0.337400	491	0.054990	677	0.016248	717	0.016736	0.633320	3115	0.337400	0.220200	0.208011	
2970	0.340404	558	0.044803	729	0.010974	743	0.017497	0.633320	2970	0.340404	0.211400	0.208012	
3190	0.340125	519	0.055877	642	0.045171	649	0.029276	0.633320	3190	0.340125	0.232400	0.208014	
2688	0.335565	517	0.052224	940	0.015957	855	0.028070	0.633320	2688	0.335565	0.193600	0.208012	
2648	0.322508	460	0.041304	1041	0.011527	851	0.023502	0.633320	2648	0.322508	0.181000	0.208010	
3081	0.325544	515	0.040777	708	0.036723	696	0.022989	0.633320	3081	0.325544	0.213200	0.208011	
3178	0.324418	501	0.023952	652	0.027607	669	0.022422	0.633320	3178	0.324418	0.215200	0.208011	
3156	0.328264	533	0.035647	672	0.010417	639	0.021909	0.633320	3156	0.328264	0.215200	0.208012	
3208	0.353803	505	0.043564	663	0.007541	624	0.027244	0.633320	3208	0.353803	0.235800	0.208014	
3123	0.340378	512	0.041016	677	0.023634	688	0.030523	0.633320	3123	0.340378	0.224200	0.208016	
2682	0.373975	447	0.040268	973	0.028777	898	0.028953	0.633320	2682	0.373975	0.215000	0.208016	
3206	0.355895	515	0.033010	639	0.025039	640	0.037500	0.633320	3206	0.355895	0.239600	0.208019	
3038	0.349243	539	0.046382	736	0.027174	687	0.024745	0.633320	3038	0.349243	0.224600	0.208021	
3117	0.341675	541	0.042514	669	0.008969	673	0.034175	0.633320	3117	0.341675	0.223400	0.208022	
3126	0.353487	469	0.042644	719	0.015299	686	0.020408	0.633320	3126	0.353487	0.230000	0.208024	
3242	0.337138	517	0.042553	647	0.027821	594	0.015152	0.633320	3242	0.337138	0.228400	0.208026	
3091	0.331284	474	0.067511	774	0.024548	661	0.030257	0.633320	3091	0.331284	0.219000	0.208027	
3208	0.347257	488	0.051230	645	0.015504	659	0.027314	0.633320	3208	0.347257	0.233400	0.208029	
3190	0.333542	550	0.027273	624	0.019231	636	0.018868	0.633320	3190	0.333542	0.220600	0.208030	
3229	0.353670	522	0.026820	605	0.018182	644	0.009317	0.633320	3229	0.353670	0.234600	0.208032	
3119	0.354280	556	0.026978	656	0.022866	669	0.022422	0.633320	3119	0.354280	0.230000	0.208034	
2518	0.340747	441	0.049887	1119	0.016086	922	0.031453	0.633320	2518	0.340747	0.185400	0.208032	
3208	0.327618	543	0.042357	610	0.011475	639	0.023474	0.633320	3208	0.327618	0.219200	0.208033	
2953	0.334575	476	0.050420	807	0.033457	764	0.023560	0.633320	2953	0.334575	0.211400	0.208034	
2995	0.340902	438	0.043379	818	0.053790	749	0.029372	0.633320	2995	0.340902	0.221200	0.208035	
3063	0.339536	547	0.051188	711	0.029536	679	0.032401	0.633320	3063	0.339536	0.222200	0.208036	
3109	0.352525	545	0.049541	669	0.037369	677	0.033973	0.633320	3109	0.352525	0.234200	0.208038	
3159	0.339348	485	0.076289	675	0.007407	681	0.030837	0.633320	3159	0.339348	0.227000	0.208040	
3188	0.342848	512	0.035156	645	0.031008	655	0.032061	0.633320	3188	0.342848	0.230400	0.208042	
3069	0.324210	540	0.035185	661	0.021180	730	0.027397	0.633320	3069	0.324210	0.209600	0.208042	
3206	0.342483	562	0.030249	596	0.028523	636	0.026730	0.633320	3206	0.342483	0.229800	0.208044	
3225	0.361860	508	0.025591	644	0.021739	623	0.025682	0.633320	3225	0.361860	0.242000	0.208047	
3033	0.358061	496	0.056452	743	0.020188	728	0.028846	0.633320	3033	0.358061	0.230000	0.208049	
3190	0.347335	475	0.046316	688	0.024709	647	0.026275	0.633320	3190	0.347335	0.232800	0.208051	
