Rate	62.50
Rev Jump	12.50
Prior Change	12.50
Tree Move	12.50
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Prior Change Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
3069	0.283806	551	0.047187	718	0.037604	662	0.013595	0.750527	3069	0.283806	0.186600	0.204380	
3084	0.270428	541	0.046211	711	0.050633	664	0.012048	0.750527	3084	0.270428	0.180600	0.204376	
2985	0.273032	489	0.049080	772	0.014249	754	0.010610	0.750527	2985	0.273032	0.171600	0.204370	
3199	0.271960	477	0.039832	700	0.011429	624	0.008013	0.750527	3199	0.271960	0.180400	0.204366	
3247	0.287650	466	0.038627	653	0.010720	634	0.017350	0.750527	3247	0.287650	0.194000	0.204364	
3215	0.268118	432	0.050926	648	0.012346	705	0.026950	0.750527	3215	0.268118	0.182200	0.204360	
2944	0.265625	450	0.060000	856	0.029206	750	0.014667	0.750527	2944	0.265625	0.169000	0.204353	
3251	0.277145	489	0.049080	619	0.075929	641	0.010920	0.750527	3251	0.277145	0.195800	0.204352	
3172	0.268600	505	0.047525	684	0.035088	639	0.015649	0.750527	3172	0.268600	0.182000	0.204348	
2921	0.264293	482	0.045643	838	0.023866	759	0.009223	0.750527	2921	0.264293	0.164200	0.204340	
3088	0.265544	508	0.021654	724	0.013812	680	0.016176	0.750527	3088	0.265544	0.170400	0.204334	
3236	0.255253	473	0.033827	674	0.026706	617	0.017828	0.750527	3236	0.255253	0.174200	0.204329	
3234	0.278912	473	0.057082	656	0.012195	637	0.012559	0.750527	3234	0.278912	0.189000	0.204326	
3146	0.285124	570	0.036842	637	0.040816	647	0.017002	0.750527	3146	0.285124	0.191000	0.204323	
3011	0.277317	504	0.037698	793	0.012610	692	0.011561	0.750527	3011	0.277317	0.174400	0.204318	
3105	0.269887	390	0.048718	793	0.029004	712	0.008427	0.750527	3105	0.269887	0.177200	0.204313	
3258	0.287600	465	0.049462	634	0.029968	643	0.007776	0.750527	3258	0.287600	0.196800	0.204312	
3256	0.263206	446	0.058296	630	0.028571	668	0.007485	0.750527	3256	0.263206	0.181200	0.204307	
3183	0.267672	416	0.076923	730	0.020548	671	0.014903	0.750527	3183	0.267672	0.181800	0.204303	
2985	0.296147	541	0.049908	783	0.029374	691	0.011577	0.750527	2985	0.296147	0.188400	0.204300	
3159	0.289332	579	0.046632	631	0.033281	631	0.019017	0.750527	3159	0.289332	0.194800	0.204299	
3264	0.272672	470	0.036170	654	0.045872	612	0.009804	0.750527	3264	0.272672	0.188600	0.204296	
2917	0.285910	461	0.049892	854	0.010539	768	0.027344	0.750527	2917	0.285910	0.177400	0.204291	
2402	0.259784	387	0.054264	1156	0.018166	1055	0.031280	0.750527	2402	0.259784	0.139800	0.204279	
3057	0.279686	496	0.032258	717	0.006974	730	0.021918	0.750527	3057	0.279686	0.178400	0.204275	
2742	0.267688	463	0.056156	894	0.017897	901	0.026637	0.750527	2742	0.267688	0.160000	0.204266	
2980	0.255705	508	0.043307	769	0.014304	743	0.028264	0.750527	2980	0.255705	0.163200	0.204259	
3135	0.269219	555	0.050450	664	0.024096	646	0.024768	0.750527	3135	0.269219	0.180800	0.204255	
3131	0.267327	535	0.050467	694	0.012968	640	0.025000	0.750527	3131	0.267327	0.177800	0.204250	
2835	0.273369	485	0.049485	856	0.023364	824	0.018204	0.750527	2835	0.273369	0.166800	0.204243	
3103	0.280052	461	0.052061	740	0.035135	696	0.022989	0.750527	3103	0.280052	0.187000	0.204240	
3035	0.277100	497	0.042254	776	0.014175	692	0.026012	0.750527	3035	0.277100	0.178200	0.204235	
3094	0.264383	486	0.041152	734	0.020436	686	0.014577	0.750527	3094	0.264383	0.172600	0.204229	
3164	0.273388	422	0.028436	762	0.032808	652	0.019939	0.750527	3164	0.273388	0.183000	0.204226	
3134	0.266752	473	0.042283	698	0.017192	695	0.033094	0.750527	3134	0.266752	0.178200	0.204221	
3033	0.278932	453	0.050773	782	0.017903	732	0.024590	0.750527	3033	0.278932	0.180200	0.204217	
3209	0.289187	487	0.043121	646	0.015480	658	0.024316	0.750527	3209	0.289187	0.195000	0.204215	
3119	0.274447	527	0.043643	714	0.015406	640	0.032813	0.750527	3119	0.274447	0.182200	0.204211	
3098	0.249516	543	0.031308	705	0.021277	654	0.019878	0.750527	3098	0.249516	0.163600	0.204203	
3205	0.288924	475	0.037895	634	0.026814	686	0.026239	0.750527	3205	0.288924	0.195800	0.204202	
3289	0.275464	420	0.052381	652	0.021472	639	0.012520	0.750527	3289	0.275464	0.190000	0.204199	
2465	0.262475	465	0.043011	1050	0.020000	1020	0.029412	0.750527	2465	0.262475	0.143600	0.204188	
3144	0.268766	460	0.043478	680	0.023529	716	0.026536	0.750527	3144	0.268766	0.180000	0.204184	
2735	0.277148	448	0.044643	925	0.008649	892	0.050448	0.750527	2735	0.277148	0.166200	0.204177	
2814	0.256930	415	0.048193	928	0.024784	843	0.024911	0.750527	2814	0.256930	0.157400	0.204169	
2741	0.274717	469	0.040512	966	0.013458	824	0.032767	0.750527	2741	0.274717	0.162400	0.204161	
2436	0.262315	471	0.025478	1107	0.011743	986	0.019270	0.750527	2436	0.262315	0.136600	0.204149	
2586	0.261021	461	0.026030	1006	0.024851	947	0.012672	0.750527	2586	0.261021	0.144800	0.204138	
2767	0.267076	449	0.044543	938	0.018124	846	0.022459	0.750527	2767	0.267076	0.159000	0.204130	
2609	0.270602	452	0.055310	1038	0.018304	901	0.025527	0.750527	2609	0.270602	0.154600	0.204121	
3173	0.277655	525	0.036190	619	0.022617	683	0.027818	0.750527	3173	0.277655	0.186600	0.204118	
3181	0.264382	548	0.052920	606	0.024752	665	0.028571	0.750527	3181	0.264382	0.180800	0.204113	
3092	0.273933	500	0.058000	698	0.028653	710	0.021127	0.750527	3092	0.273933	0.182200	0.204110	
3032	0.278694	499	0.072144	759	0.010540	710	0.029577	0.750527	3032	0.278694	0.182000	0.204105	
2966	0.269049	501	0.051896	821	0.023143	712	0.026685	0.750527	2966	0.269049	0.172400	0.204100	
3173	0.251497	481	0.054054	684	0.004386	662	0.021148	0.750527	3173	0.251497	0.168200	0.204093	
3178	0.275960	508	0.035433	685	0.013139	629	0.033386	0.750527	3178	0.275960	0.185000	0.204090	
3085	0.273906	539	0.027829	690	0.005797	686	0.029155	0.750527	3085	0.273906	0.176800	0.204085	
3149	0.267386	518	0.027027	706	0.021246	627	0.046252	0.750527	3149	0.267386	0.180000	0.204081	
3127	0.266709	534	0.058052	680	0.023529	659	0.021244	0.750527	3127	0.266709	0.179000	0.204076	
3117	0.267244	501	0.039920	699	0.010014	683	0.021962	0.750527	3117	0.267244	0.175000	0.204071	
3133	0.276412	455	0.068132	707	0.015559	705	0.026950	0.750527	3133	0.276412	0.185400	0.204067	
2879	0.267107	515	0.029126	858	0.011655	748	0.032086	0.750527	2879	0.267107	0.163600	0.204060	
3154	0.276474	479	0.035491	684	0.016082	683	0.027818	0.750527	3154	0.276474	0.183800	0.204056	
3028	0.255284	514	0.025292	740	0.012162	718	0.018106	0.750527	3028	0.255284	0.161600	0.204049	
2892	0.272130	526	0.038023	807	0.006196	775	0.027097	0.750527	2892	0.272130	0.166600	0.204042	
2755	0.268240	474	0.059072	946	0.033827	825	0.041212	0.750527	2755	0.268240	0.166600	0.204035	
3168	0.272412	493	0.042596	676	0.017751	663	0.016591	0.750527	3168	0.272412	0.181400	0.204031	
3121	0.256008	526	0.041825	695	0.005755	658	0.037994	0.750527	3121	0.256008	0.170000	0.204025	
3143	0.250716	519	0.055877	651	0.016897	687	0.034934	0.750527	3143	0.250716	0.170400	0.204019	
3009	0.265204	476	0.065126	770	0.007792	745	0.038926	0.750527	3009	0.265204	0.172800	0.204013	
2937	0.255022	483	0.033126	771	0.015564	809	0.029666	0.750527	2937	0.255022	0.160200	0.204005	
3165	0.271090	533	0.050657	658	0.019757	644	0.041925	0.750527	3165	0.271090	0.185000	0.204002	
3074	0.278790	551	0.029038	697	0.017217	678	0.039823	0.750527	3074	0.278790	0.182400	0.203998	
3127	0.268628	502	0.037849	702	0.031339	669	0.041854	0.750527	3127	0.268628	0.181800	0.203994	
2963	0.263922	511	0.045010	799	0.017522	727	0.030261	0.750527	2963	0.263922	0.168200	0.203988	
3089	0.258012	540	0.046296	732	0.015027	639	0.032864	0.750527	3089	0.258012	0.170800	0.203982	
3249	0.265005	505	0.039604	641	0.009360	605	0.046281	0.750527	3249	0.265005	0.183000	0.203978	
2985	0.256281	437	0.038902	817	0.017136	761	0.017083	0.750527	2985	0.256281	0.161800	0.203970	
2693	0.275158	390	0.058974	988	0.040486	929	0.024758	0.750527	2693	0.275158	0.165400	0.203963	
2674	0.274495	457	0.026258	1000	0.020000	869	0.019563	0.750527	2674	0.274495	0.156600	0.203955	
2887	0.278836	456	0.030702	870	0.047126	787	0.031766	0.750527	2887	0.278836	0.177000	0.203950	
3113	0.274012	462	0.028139	708	0.028249	717	0.018131	0.750527	3113	0.274012	0.179800	0.203945	
2780	0.276259	457	0.030635	949	0.053741	814	0.017199	0.750527	2780	0.276259	0.169400	0.203939	
3092	0.257115	409	0.026895	782	0.025575	717	0.013947	0.750527	3092	0.257115	0.167200	0.203933	
2869	0.269432	429	0.055944	916	0.008734	786	0.043257	0.750527	2869	0.269432	0.167800	0.203926	
2861	0.262496	458	0.041485	908	0.007709	773	0.025873	0.750527	2861	0.262496	0.159400	0.203918	
2839	0.266643	478	0.056485	908	0.013216	775	0.033548	0.750527	2839	0.266643	0.164400	0.203911	
2746	0.280772	495	0.026263	953	0.020986	806	0.034739	0.750527	2746	0.280772	0.166400	0.203904	
3194	0.255479	514	0.035019	686	0.018950	606	0.034653	0.750527	3194	0.255479	0.173600	0.203899	
3155	0.264976	511	0.045010	681	0.017621	653	0.032159	0.750527	3155	0.264976	0.178400	0.203894	
3141	0.263929	553	0.034358	642	0.023364	664	0.042169	0.750527	3141	0.263929	0.178200	0.203890	
3038	0.264648	503	0.047714	745	0.037584	714	0.049020	0.750527	3038	0.264648	0.178200	0.203885	
3028	0.280713	505	0.031683	736	0.006793	731	0.047880	0.750527	3028	0.280713	0.181200	0.203881	
3150	0.275556	533	0.041276	670	0.017910	647	0.034003	0.750527	3150	0.275556	0.184800	0.203877	
3176	0.273929	520	0.042308	678	0.025074	626	0.030351	0.750527	3176	0.273929	0.185600	0.203874	
3169	0.240770	550	0.030909	620	0.014516	661	0.036309	0.750527	3169	0.240770	0.162600	0.203867	
2912	0.265110	499	0.028056	811	0.008631	778	0.041131	0.750527	2912	0.265110	0.165000	0.203860	
2914	0.267673	508	0.041339	787	0.012706	791	0.030341	0.750527	2914	0.267673	0.167000	0.203853	
3145	0.294436	431	0.034803	711	0.018284	713	0.011220	0.750527	3145	0.294436	0.192400	0.203851	
2940	0.267007	434	0.055300	819	0.026862	807	0.016109	0.750527	2940	0.267007	0.168800	0.203845	
3256	0.258600	530	0.050943	605	0.014876	609	0.021346	0.750527	3256	0.258600	0.178200	0.203840	
3068	0.278031	460	0.063043	782	0.014066	690	0.024638	0.750527	3068	0.278031	0.182000	0.203836	
3197	0.276509	490	0.028571	650	0.027692	663	0.042232	0.750527	3197	0.276509	0.188800	0.203834	
2923	0.294218	361	0.033241	906	0.016556	810	0.017284	0.750527	2923	0.294218	0.180200	0.203829	
1450	0.282069	223	0.035874	1641	0.035344	1686	0.010083	0.750527	1450	0.282069	0.098400	0.203810	
864	0.247685	106	0.018868	2088	0.021552	1942	0.013388	0.750527	864	0.247685	0.057400	0.203784	
3032	0.271108	509	0.039293	730	0.013699	729	0.020576	0.750527	3032	0.271108	0.173400	0.203779	
2834	0.279464	481	0.018711	853	0.012896	832	0.009615	0.750527	2834	0.279464	0.164000	0.203772	
3180	0.287107	452	0.042035	678	0.023599	690	0.013043	0.750527	3180	0.287107	0.191400	0.203769	
2871	0.265761	424	0.030660	886	0.021445	819	0.021978	0.750527	2871	0.265761	0.162600	0.203762	
2817	0.286830	475	0.033684	816	0.023284	892	0.014574	0.750527	2817	0.286830	0.171200	0.203756	
3086	0.264420	459	0.054466	732	0.021858	723	0.002766	0.750527	3086	0.264420	0.171800	0.203750	
2873	0.279151	407	0.054054	828	0.026570	892	0.026906	0.750527	2873	0.279151	0.174000	0.203745	
3033	0.261457	478	0.050209	716	0.025140	773	0.018111	0.750527	3033	0.261457	0.169800	0.203739	
3003	0.272394	428	0.035047	782	0.015345	787	0.010165	0.750527	3003	0.272394	0.170600	0.203733	
1479	0.258959	201	0.064677	1675	0.028060	1645	0.008511	0.750527	1479	0.258959	0.091400	0.203713	
2733	0.285767	431	0.048724	932	0.024678	904	0.017699	0.750527	2733	0.285767	0.168200	0.203707	
3182	0.285355	499	0.056112	652	0.024540	667	0.028486	0.750527	3182	0.285355	0.194200	0.203705	
3159	0.261792	520	0.046154	643	0.010886	678	0.041298	0.750527	3159	0.261792	0.177200	0.203700	
3018	0.266402	522	0.044061	763	0.023591	697	0.027260	0.750527	3018	0.266402	0.172800	0.203695	
3074	0.267729	465	0.051613	745	0.010738	716	0.029330	0.750527	3074	0.267729	0.175200	0.203690	
3021	0.286329	540	0.042593	748	0.013369	691	0.030391	0.750527	3021	0.286329	0.183800	0.203686	
3227	0.257205	503	0.039761	635	0.036220	635	0.039370	0.750527	3227	0.257205	0.179600	0.203682	
3051	0.291380	440	0.047727	756	0.031746	753	0.023904	0.750527	3051	0.291380	0.190400	0.203679	
2637	0.281380	359	0.033426	1048	0.013359	956	0.017782	0.750527	2637	0.281380	0.157000	0.203671	
2985	0.273367	440	0.047727	788	0.032995	787	0.011436	0.750527	2985	0.273367	0.174400	0.203666	
3017	0.270467	446	0.069507	772	0.028497	765	0.024837	0.750527	3017	0.270467	0.177600	0.203661	
3188	0.257842	530	0.043396	634	0.017350	648	0.040123	0.750527	3188	0.257842	0.176400	0.203656	
3100	0.265161	486	0.059671	743	0.010767	671	0.047690	0.750527	3100	0.265161	0.178200	0.203652	
2629	0.245340	425	0.042353	968	0.016529	978	0.033742	0.750527	2629	0.245340	0.142400	0.203641	
2839	0.272983	498	0.040161	891	0.031425	772	0.034974	0.750527	2839	0.272983	0.170000	0.203635	
3126	0.273193	563	0.039076	648	0.015432	663	0.027149	0.750527	3126	0.273193	0.180800	0.203631	
3093	0.275137	510	0.043137	670	0.022388	727	0.037139	0.750527	3093	0.275137	0.183000	0.203627	
3059	0.267081	510	0.049020	701	0.011412	730	0.043836	0.750527	3059	0.267081	0.176400	0.203622	
3084	0.268807	464	0.073276	731	0.016416	721	0.019417	0.750527	3084	0.268807	0.177800	0.203617	
2466	0.244931	372	0.040323	1136	0.022007	1026	0.009747	0.750527	2466	0.244931	0.130800	0.203604	
3132	0.284483	492	0.056911	710	0.015493	666	0.022523	0.750527	3132	0.284483	0.189000	0.203602	
3158	0.274858	502	0.043825	641	0.018721	699	0.018598	0.750527	3158	0.274858	0.183000	0.203598	
3118	0.269724	499	0.032064	687	0.018923	696	0.011494	0.750527	3118	0.269724	0.175600	0.203593	
2980	0.263423	457	0.050328	768	0.014323	795	0.007547	0.750527	2980	0.263423	0.165000	0.203586	
1038	0.285164	160	0.043750	2151	0.036262	1651	0.015748	0.750527	1038	0.285164	0.081400	0.203565	
2682	0.265846	419	0.019093	1026	0.018519	873	0.008018	0.750527	2682	0.265846	0.149400	0.203555	
3146	0.269231	524	0.024809	675	0.022222	655	0.010687	0.750527	3146	0.269231	0.176400	0.203550	
2770	0.242960	481	0.039501	881	0.020431	868	0.010369	0.750527	2770	0.242960	0.143800	0.203539	
3108	0.262870	528	0.039773	660	0.018182	704	0.001420	0.750527	3108	0.262870	0.170200	0.203533	
2652	0.273379	398	0.045226	966	0.024845	984	0.007114	0.750527	2652	0.273379	0.154800	0.203525	
3231	0.263076	495	0.028283	635	0.018898	639	0.012520	0.750527	3231	0.263076	0.176800	0.203520	
3196	0.251877	473	0.029598	662	0.039275	669	0.017937	0.750527	3196	0.251877	0.171400	0.203514	
2844	0.278481	513	0.038986	856	0.012850	787	0.022872	0.750527	2844	0.278481	0.168200	0.203508	
3076	0.280559	493	0.044625	745	0.022819	686	0.029155	0.750527	3076	0.280559	0.184400	0.203505	
3080	0.265584	535	0.031776	703	0.014225	682	0.024927	0.750527	3080	0.265584	0.172400	0.203499	
2752	0.255451	599	0.036728	825	0.033939	824	0.018204	0.750527	2752	0.255451	0.153600	0.203490	
2855	0.231524	542	0.047970	779	0.042362	824	0.016990	0.750527	2855	0.231524	0.146800	0.203480	
3201	0.268041	456	0.057018	655	0.013740	688	0.011628	0.750527	3201	0.268041	0.180200	0.203476	
3180	0.238994	441	0.063492	623	0.025682	756	0.011905	0.750527	3180	0.238994	0.162600	0.203469	
3191	0.250392	462	0.038961	675	0.022222	672	0.022321	0.750527	3191	0.250392	0.169400	0.203463	
3243	0.255319	505	0.049505	622	0.016077	630	0.011111	0.750527	3243	0.255319	0.174000	0.203457	
2960	0.255405	485	0.037113	815	0.006135	740	0.022973	0.750527	2960	0.255405	0.159200	0.203450	
3153	0.251189	472	0.044492	726	0.012397	649	0.009245	0.750527	3153	0.251189	0.165600	0.203443	
3167	0.284496	487	0.057495	670	0.020896	676	0.008876	0.750527	3167	0.284496	0.189800	0.203440	
3043	0.259941	476	0.052521	802	0.016209	679	0.008837	0.750527	3043	0.259941	0.167000	0.203434	
2980	0.255705	489	0.049080	793	0.021438	738	0.013550	0.750527	2980	0.255705	0.162600	0.203427	
3204	0.238764	518	0.034749	641	0.012480	637	0.007849	0.750527	3204	0.238764	0.159200	0.203419	
3110	0.241479	570	0.050877	672	0.019345	648	0.021605	0.750527	3110	0.241479	0.161400	0.203411	
3150	0.273651	528	0.032197	651	0.026114	671	0.013413	0.750527	3150	0.273651	0.181000	0.203407	
3237	0.277108	502	0.041833	618	0.025890	643	0.009331	0.750527	3237	0.277108	0.188000	0.203405	
3085	0.301135	515	0.042718	680	0.042647	720	0.009722	0.750527	3085	0.301135	0.197400	0.203404	
3035	0.277430	448	0.029018	764	0.013089	753	0.022576	0.750527	3035	0.277430	0.176400	0.203399	
3100	0.282581	504	0.041667	701	0.014265	695	0.004317	0.750527	3100	0.282581	0.182000	0.203395	
2973	0.272452	494	0.032389	776	0.027062	757	0.007926	0.750527	2973	0.272452	0.170600	0.203389	
2928	0.297131	464	0.043103	818	0.017115	790	0.016456	0.750527	2928	0.297131	0.183400	0.203386	
3157	0.272727	501	0.047904	695	0.012950	647	0.010819	0.750527	3157	0.272727	0.180200	0.203382	
3047	0.273712	577	0.041594	719	0.008345	657	0.012177	0.750527	3047	0.273712	0.174400	0.203376	
3187	0.263571	509	0.033399	657	0.027397	647	0.006182	0.750527	3187	0.263571	0.175800	0.203371	
3201	0.286473	489	0.036810	641	0.015601	669	0.010463	0.750527	3201	0.286473	0.190400	0.203369	
3171	0.282245	460	0.050000	696	0.030172	673	0.010401	0.750527	3171	0.282245	0.189200	0.203367	
3229	0.268194	455	0.032967	651	0.010753	665	0.012030	0.750527	3229	0.268194	0.179200	0.203362	
3186	0.271814	472	0.023305	688	0.027616	654	0.009174	0.750527	3186	0.271814	0.180400	0.203358	
3044	0.265112	460	0.028261	765	0.010458	731	0.009576	0.750527	3044	0.265112	0.167000	0.203352	
3112	0.286311	446	0.040359	754	0.017241	688	0.013081	0.750527	3112	0.286311	0.186200	0.203349	
3062	0.282169	473	0.042283	758	0.013193	707	0.015559	0.750527	3062	0.282169	0.181000	0.203345	
3224	0.275434	508	0.021654	656	0.019817	612	0.006536	0.750527	3224	0.275434	0.183200	0.203341	
3166	0.276058	447	0.031320	702	0.024217	685	0.017518	0.750527	3166	0.276058	0.183400	0.203338	
2959	0.287935	379	0.023747	843	0.010676	819	0.015873	0.750527	2959	0.287935	0.176600	0.203333	
3040	0.277632	395	0.010127	793	0.021438	772	0.007772	0.750527	3040	0.277632	0.174200	0.203328	
3297	0.271459	429	0.034965	635	0.025197	639	0.010955	0.750527	3297	0.271459	0.186600	0.203325	
2985	0.277722	410	0.021951	835	0.015569	770	0.007792	0.750527	2985	0.277722	0.171400	0.203319	
3087	0.258827	413	0.038741	736	0.036685	764	0.017016	0.750527	3087	0.258827	0.171000	0.203314	
3257	0.269880	404	0.037129	684	0.023392	655	0.016794	0.750527	3257	0.269880	0.184200	0.203310	
3231	0.251625	458	0.041485	673	0.011887	638	0.012539	0.750527	3231	0.251625	0.169600	0.203304	
3303	0.280654	419	0.009547	629	0.009539	649	0.012327	0.750527	3303	0.280654	0.189000	0.203302	
3249	0.269314	449	0.015590	652	0.033742	650	0.010769	0.750527	3249	0.269314	0.182200	0.203298	
3302	0.258328	460	0.008696	601	0.026622	637	0.009419	0.750527	3302	0.258328	0.175800	0.203293	
3091	0.272404	446	0.029148	708	0.033898	755	0.010596	0.750527	3091	0.272404	0.177400	0.203289	
3167	0.260815	488	0.040984	667	0.014993	678	0.004425	0.750527	3167	0.260815	0.171800	0.203283	
3213	0.263928	442	0.020362	656	0.030488	689	0.007257	0.750527	3213	0.263928	0.176400	0.203278	
3294	0.270795	445	0.029213	591	0.023689	670	0.010448	0.750527	3294	0.270795	0.185200	0.203275	
2632	0.271657	403	0.024814	1080	0.030556	885	0.010169	0.750527	2632	0.271657	0.153400	0.203266	
3235	0.285008	512	0.019531	656	0.012195	597	0.003350	0.750527	3235	0.285008	0.188400	0.203264	
2900	0.287241	434	0.027650	888	0.023649	778	0.008997	0.750527	2900	0.287241	0.174600	0.203259	
3219	0.285803	460	0.023913	657	0.033486	664	0.015060	0.750527	3219	0.285803	0.192600	0.203257	
3106	0.275596	398	0.022613	761	0.015769	735	0.012245	0.750527	3106	0.275596	0.177200	0.203252	
3046	0.274130	385	0.041558	787	0.007624	782	0.007673	0.750527	3046	0.274130	0.172600	0.203247	
2852	0.270337	384	0.015625	884	0.028281	880	0.005682	0.750527	2852	0.270337	0.161400	0.203239	
3224	0.262097	426	0.021127	655	0.019847	695	0.011511	0.750527	3224	0.262097	0.175000	0.203234	
3179	0.267065	464	0.028017	674	0.013353	683	0.010249	0.750527	3179	0.267065	0.175600	0.203230	
3122	0.273863	407	0.031941	769	0.045514	702	0.011396	0.750527	3122	0.273863	0.182200	0.203226	
3174	0.271897	437	0.027460	701	0.027104	688	0.004360	0.750527	3174	0.271897	0.179400	0.203222	
3103	0.267161	430	0.016279	739	0.009472	728	0.016484	0.750527	3103	0.267161	0.171000	0.203216	
3083	0.266623	513	0.037037	689	0.014514	715	0.009790	0.750527	3083	0.266623	0.171600	0.203210	
3239	0.267366	349	0.051576	727	0.023384	685	0.011679	0.750527	3239	0.267366	0.181800	0.203207	
3124	0.276569	461	0.045553	741	0.012146	674	0.005935	0.750527	3124	0.276569	0.179600	0.203202	
2215	0.278104	357	0.033613	1336	0.013473	1092	0.010989	0.750527	2215	0.278104	0.131600	0.203190	
3256	0.270577	443	0.020316	666	0.021021	635	0.012598	0.750527	3256	0.270577	0.182400	0.203186	
3148	0.261436	498	0.022088	674	0.029674	680	0.010294	0.750527	3148	0.261436	0.172200	0.203181	
3177	0.281712	459	0.021786	705	0.034043	659	0.012140	0.750527	3177	0.281712	0.187400	0.203178	
3154	0.246671	454	0.026432	729	0.021948	663	0.003017	0.750527	3154	0.246671	0.161600	0.203171	
2920	0.265068	417	0.016787	831	0.016847	832	0.013221	0.750527	2920	0.265068	0.161200	0.203163	
2821	0.259837	432	0.034722	895	0.046927	852	0.011737	0.750527	2821	0.259837	0.160000	0.203156	
3125	0.256000	576	0.036458	659	0.045524	640	0.004687	0.750527	3125	0.256000	0.170800	0.203150	
2769	0.264717	425	0.030588	912	0.029605	894	0.012304	0.750527	2769	0.264717	0.156800	0.203142	
3074	0.271958	592	0.023649	651	0.010753	683	0.016105	0.750527	3074	0.271958	0.173600	0.203137	
3113	0.274976	578	0.013841	681	0.008811	628	0.028662	0.750527	3113	0.274976	0.177600	0.203132	
2724	0.262115	452	0.011062	910	0.009890	914	0.031729	0.750527	2724	0.262115	0.151400	0.203123	
2579	0.273750	461	0.023861	1004	0.022908	956	0.023013	0.750527	2579	0.273750	0.152400	0.203114	
3107	0.259092	582	0.013746	655	0.044275	656	0.019817	0.750527	3107	0.259092	0.171000	0.203109	
3027	0.257020	518	0.023166	736	0.027174	719	0.012517	0.750527	3027	0.257020	0.163800	0.203102	
2971	0.274992	512	0.037109	740	0.022973	777	0.020592	0.750527	2971	0.274992	0.173800	0.203096	
2827	0.285462	496	0.042339	864	0.021991	813	0.019680	0.750527	2827	0.285462	0.172600	0.203091	
2523	0.260008	476	0.021008	1015	0.020690	986	0.009128	0.750527	2523	0.260008	0.139200	0.203080	
2498	0.268615	459	0.028322	1114	0.032316	929	0.021529	0.750527	2498	0.268615	0.148000	0.203070	
3014	0.275050	571	0.021016	697	0.022956	718	0.022284	0.750527	3014	0.275050	0.174600	0.203065	
3093	0.252829	497	0.034205	744	0.037634	666	0.018018	0.750527	3093	0.252829	0.167800	0.203059	
3089	0.252833	506	0.035573	687	0.026201	718	0.008357	0.750527	3089	0.252833	0.164600	0.203052	
2831	0.266690	536	0.018657	827	0.018138	806	0.031017	0.750527	2831	0.266690	0.161000	0.203045	
3008	0.268617	591	0.018613	692	0.020231	709	0.023977	0.750527	3008	0.268617	0.170000	0.203039	
2149	0.269893	374	0.037433	1269	0.031521	1208	0.011589	0.750527	2149	0.269893	0.129600	0.203026	
2524	0.245246	427	0.037471	1043	0.030681	1006	0.015905	0.750527	2524	0.245246	0.136600	0.203015	
2429	0.237958	445	0.038202	1100	0.018182	1026	0.012671	0.750527	2429	0.237958	0.125600	0.203001	
2816	0.260653	445	0.035955	887	0.029312	852	0.022300	0.750527	2816	0.260653	0.159000	0.202993	
2968	0.271226	500	0.020000	832	0.016827	700	0.025714	0.750527	2968	0.271226	0.169400	0.202988	
2993	0.282660	510	0.021569	748	0.028075	749	0.008011	0.750527	2993	0.282660	0.176800	0.202983	
2952	0.287602	442	0.036199	841	0.013080	765	0.013072	0.750527	2952	0.287602	0.177200	0.202978	
2209	0.273427	420	0.023810	1314	0.028158	1057	0.015137	0.750527	2209	0.273427	0.133400	0.202966	
2447	0.249285	462	0.038961	1086	0.023020	1005	0.014925	0.750527	2447	0.249285	0.133600	0.202954	
2847	0.270460	473	0.029598	877	0.030787	803	0.021171	0.750527	2847	0.270460	0.165600	0.202948	
3124	0.258643	527	0.032258	688	0.011628	661	0.025719	0.750527	3124	0.258643	0.170000	0.202942	
3046	0.263953	451	0.053215	744	0.020161	759	0.018445	0.750527	3046	0.263953	0.171400	0.202936	
3134	0.275367	477	0.052411	709	0.015515	680	0.017647	0.750527	3134	0.275367	0.182200	0.202933	
3215	0.278383	509	0.035363	655	0.006107	621	0.017713	0.750527	3215	0.278383	0.185600	0.202930	
3083	0.280247	595	0.038655	662	0.018127	660	0.030303	0.750527	3083	0.280247	0.183800	0.202926	
3132	0.264687	469	0.051173	741	0.020243	658	0.016717	0.750527	3132	0.264687	0.175800	0.202922	
3091	0.287933	588	0.028912	677	0.014771	644	0.021739	0.750527	3091	0.287933	0.186200	0.202919	
2954	0.280975	488	0.047131	845	0.018935	713	0.018233	0.750527	2954	0.280975	0.176400	0.202914	
2844	0.265823	512	0.054688	857	0.007001	787	0.016518	0.750527	2844	0.265823	0.160600	0.202907	
2309	0.266349	477	0.025157	1227	0.011410	987	0.022290	0.750527	2309	0.266349	0.132600	0.202894	
2943	0.253823	497	0.044266	770	0.019481	790	0.025316	0.750527	2943	0.253823	0.160800	0.202887	
3210	0.271651	472	0.038136	673	0.020802	645	0.018605	0.750527	3210	0.271651	0.183200	0.202884	
2713	0.261703	488	0.032787	943	0.028632	856	0.018692	0.750527	2713	0.261703	0.153800	0.202875	
